politician_name,office_title,committee_name,external_id,decision,reason
"Michael Stephenson","Indiana Elected Official","Stephenson for Indiana","7128","confirm","lastName ""Stephenson"" in committee name with signal word"
"Michael Thompson","Indiana Elected Official","Patriots for Mike Thompson","8112","confirm","lastName ""Thompson"" in committee name with signal word"
"Michael Travis","Indiana Elected Official","Mike Travis for House 51","7672","confirm","lastName ""Travis"" in committee name with signal word"
"Michael Wilber","Indiana Elected Official","Mike Wilber for Indiana","6365","confirm","lastName ""Wilber"" in committee name with signal word"
"Michael-paul Hart","Indiana Elected Official","Hart For House","7631","confirm","lastName ""Hart"" in committee name with signal word"
"Michelle Higgs","Indiana Elected Official","Friends of Michelle Higgs","7909","ambiguous","lastName ""Higgs"" in committee name but no signal word found"
"Michelle Livinghouse","State Representative","Committee to Elect Michelle Livinghouse State Representative","6781","confirm","lastName ""Livinghouse"" in committee name with signal word"
"Miguel Andrade","Indiana Elected Official","Citizens For Mike Andrade","7356","confirm","lastName ""Andrade"" in committee name with signal word"
"Mike Bohacek","State Senator","Committee to Elect Bohacek for Senate","6838","confirm","lastName ""Bohacek"" in committee name with signal word"
"Mitchell Gore","Indiana Elected Official","Committee to Elect Mitch Gore","7257","confirm","lastName ""Gore"" in committee name with signal word"
"Morgan Rigg","Indiana Elected Official","Rigg For Liberty","7411","confirm","lastName ""Rigg"" in committee name with signal word"
"Myra Kinser","Indiana Elected Official","Hoosiers for Myra Kinser","7689","confirm","lastName ""Kinser"" in committee name with signal word"
"Nancy Mcdevitt","Indiana Elected Official","McDevitt for HOUSE 66","7736","confirm","lastName ""Mcdevitt"" in committee name with signal word"
"Nannett Polk","Indiana Elected Official","The Committee to Elect Nan Polk","7615","confirm","lastName ""Polk"" in committee name with signal word"
"Nansi Custer","Indiana Elected Official","Friends of Nansi Custer","7655","ambiguous","lastName ""Custer"" in committee name but no signal word found"
"Naomi Bechtold","Indiana Elected Official","Bechtold for Indiana","6996","confirm","lastName ""Bechtold"" in committee name with signal word"
"Natasha Baker","Indiana Elected Official","Elect Natasha Baker","8093","confirm","lastName ""Baker"" in committee name with signal word"
"Nathan Anderson","Indiana Elected Official","NATE FOR INDIANA","7924","reject","lastName ""Anderson"" not found in committee name"
"Nathan Harter","Attorney General","Nate Harter for Attorney General","7419","confirm","lastName ""Harter"" in committee name with signal word"
"Nathan Ranke","Indiana Elected Official","nathanranke4hoosiers","7839","ambiguous","lastName ""Ranke"" in committee name but no signal word found"
"Nathan Uldricks","Indiana Elected Official","Committee to Elect Nate Uldricks","8098","confirm","lastName ""Uldricks"" in committee name with signal word"
"Nathaniel Stout","Indiana Elected Official","Hoosiers to Elect Nate Stout","8099","confirm","lastName ""Stout"" in committee name with signal word"
"Nicholas Marshall","Indiana Elected Official","Hoosiers For Nick Marshall","7562","confirm","lastName ""Marshall"" in committee name with signal word"
"Nicholas Neal","Indiana Elected Official","The Campaign to Elect Nick Neal","8082","confirm","lastName ""Neal"" in committee name with signal word"
"Nicholas Siler","Indiana Elected Official","Nick Siler for Southern Indiana","7080","confirm","lastName ""Siler"" in committee name with signal word"
"Nicholas White","Indiana Elected Official","Nick White for Indiana","7296","confirm","lastName ""White"" in committee name with signal word"
"Niles Yensel","Indiana Elected Official","Yensel for Indiana","7371","confirm","lastName ""Yensel"" in committee name with signal word"
"Noah Leininger","State Representative","Noah R. Leininger for State Representative","7726","confirm","lastName ""Leininger"" in committee name with signal word"
"P. Turner","State Representative","Turner for State Representative","1051","confirm","lastName ""Turner"" in committee name with signal word"
"Pablo Hurtado","Indiana Elected Official","Friends of Pablo","7308","reject","lastName ""Hurtado"" not found in committee name"
"Pamela Dechert","Indiana Elected Official","Pam Dechert for Indiana","7347","confirm","lastName ""Dechert"" in committee name with signal word"
"Pamela Fish","Indiana Elected Official","Friends of Pam Fish","6769","ambiguous","lastName ""Fish"" in committee name but no signal word found"
"Patricia Boy","Indiana Elected Official","Committee to Elect Pat Boy","7100","confirm","lastName ""Boy"" in committee name with signal word"
"Patricia Bratton","Indiana Elected Official","COMMITTEE TO ELECT PATRICIA BRATTON","7884","confirm","lastName ""Bratton"" in committee name with signal word"
"Patricia Whitcomb","Indiana Elected Official","Whitcomb for Indiana","7796","confirm","lastName ""Whitcomb"" in committee name with signal word"
"Patrick Downey","Indiana Elected Official","ELECT DOWNEY","8060","confirm","lastName ""Downey"" in committee name with signal word"
"Paul Nix","Indiana Elected Official","Nix4Indiana Campaign Committee","7641","confirm","lastName ""Nix"" in committee name with signal word"
"Paul Tinkle","Indiana Elected Official","Paul Tinkle For 86","7444","confirm","lastName ""Tinkle"" in committee name with signal word"
"Paula Copenhaver","Indiana Elected Official","Paula for Indiana","7545","reject","lastName ""Copenhaver"" not found in committee name"
"Paula Davis","Indiana Elected Official","Committee to Elect Paula Davis","8114","confirm","lastName ""Davis"" in committee name with signal word"
"Paula Staley","Indiana Elected Official","Paula Staley For the People for a change","7380","confirm","lastName ""Staley"" in committee name with signal word"
"Peggy Mayfield","Indiana House of Representatives - District 60","The Mayfield Campaign","6339","confirm","lastName ""Mayfield"" in committee name with signal word"
"Penny Githens","Indiana Elected Official","Committee to Elect Penny","7575","reject","lastName ""Githens"" not found in committee name"
"Pete Cowden","Indiana Elected Official","FRIENDS TO ELECT PETE COWDEN","7270","confirm","lastName ""Cowden"" in committee name with signal word"
"Peter Seat","Indiana Elected Official","People for Pete Seat","7516","confirm","lastName ""Seat"" in committee name with signal word"
"Philip Boots","State Senator","Phil Boots for State Senate District 23 Committee","5346","confirm","lastName ""Boots"" in committee name with signal word"
"Philip Giaquinta","State Representative","GiaQuinta for State Representative","5365","confirm","lastName ""Giaquinta"" in committee name with signal word"
"Philip Gift","Indiana Elected Official","Friends of Phil Gift","7789","ambiguous","lastName ""Gift"" in committee name but no signal word found"
"Phillip Goss","Indiana Elected Official","Phil Goss for Indiana","7998","confirm","lastName ""Goss"" in committee name with signal word"
"Pierce Fischer","State Representative","Pierce Fischer For State Representative","7680","confirm","lastName ""Fischer"" in committee name with signal word"
"R Griffin","Indiana Elected Official","Friends of Mike Griffin","7375","ambiguous","lastName ""Griffin"" in committee name but no signal word found"
"R Young","Indiana Elected Official","Richard Young","1907","ambiguous","lastName ""Young"" in committee name but no signal word found"
"Racheal Bleicher","Indiana Elected Official","Racheal for Indiana","8078","reject","lastName ""Bleicher"" not found in committee name"
"Ragen Hatcher","Indiana Elected Official","Committee to Elect Ragen Hatcher","7150","confirm","lastName ""Hatcher"" in committee name with signal word"
"Ralph Winters","State Representative","Winters for State Representative","4803","confirm","lastName ""Winters"" in committee name with signal word"
"Randall Frye","Indiana Elected Official","Friends of Randy Frye","5942","ambiguous","lastName ""Frye"" in committee name but no signal word found"
"Randall Lyness","Indiana Elected Official","Elect Randy Lyness","6745","confirm","lastName ""Lyness"" in committee name with signal word"
"Randall Maxwell","Indiana Elected Official","Maxwell For Indiana","7817","confirm","lastName ""Maxwell"" in committee name with signal word"
"Randall Mccallister","Indiana Elected Official","Committee to Elect McCallister","8147","confirm","lastName ""Mccallister"" in committee name with signal word"
"Randall Novak","Indiana Elected Official","Committee to Elect Randy Novak","8110","confirm","lastName ""Novak"" in committee name with signal word"
"Ray Collins","Indiana Elected Official","Ray Collins for Indiana","8111","confirm","lastName ""Collins"" in committee name with signal word"
"Rebecca Cash","Indiana Elected Official","Friends of Becky Cash","7531","ambiguous","lastName ""Cash"" in committee name but no signal word found"
"Rebecca Skillman","Indiana Elected Official","Skillman For Indiana","5139","confirm","lastName ""Skillman"" in committee name with signal word"
"Reece Axel-adams","Indiana Elected Official","Reece for District 53","8067","reject","lastName ""Axel-adams"" not found in committee name"
"Renee Pack","State Representative","Renee Pack for State Representative","7388","confirm","lastName ""Pack"" in committee name with signal word"
"Rhonda Sharp","Indiana Elected Official","RHONDA SHARP FOR INDIANA","7876","confirm","lastName ""Sharp"" in committee name with signal word"
"Richard Bagsby","Indiana Elected Official","COMMITTEE TO ELECT RICHARD BAGSBY","7586","confirm","lastName ""Bagsby"" in committee name with signal word"
"Richard Cannon","Indiana Elected Official","Friends to elect Rick Cannon","7882","confirm","lastName ""Cannon"" in committee name with signal word"
"Richard Horner","State Representative","HORNER FOR STATE REPRESENTATIVE","7895","confirm","lastName ""Horner"" in committee name with signal word"
"Richard Rouser","Indiana Elected Official","Rick Rouser for District 23","7913","confirm","lastName ""Rouser"" in committee name with signal word"
"Rick Niemeyer","Indiana Elected Official","Committe to Elect Rick Niemeyer","6355","confirm","lastName ""Niemeyer"" in committee name with signal word"
"Rita Fleming","Indiana Elected Official","Fleming for District #071","7089","confirm","lastName ""Fleming"" in committee name with signal word"
"Rob Miller","Indiana Elected Official","Friends of Rob Miller","7852","ambiguous","lastName ""Miller"" in committee name but no signal word found"
"Robert Behning","Indiana Elected Official","COMMITTEE TO ELECT ROBERT BEHNING","3511","confirm","lastName ""Behning"" in committee name with signal word"
"Robert Carmony","Indiana Elected Official","Committee To Elect Bob Carmony","7576","confirm","lastName ""Carmony"" in committee name with signal word"
"Robert Cherry","Indiana Elected Official","COMMITTEE TO ELECT BOB CHERRY","4244","confirm","lastName ""Cherry"" in committee name with signal word"
"Robert Greene","Indiana Elected Official","RobbGreene.com","7638","ambiguous","lastName ""Greene"" in committee name but no signal word found"
"Robert Heaton","State Representative","Bob Heaton for State Representative Committee","5579","confirm","lastName ""Heaton"" in committee name with signal word"
"Robert Lee Compton","Indiana Elected Official","Compton for Progress","7906","confirm","lastName ""Compton"" in committee name with signal word"
"Robert Morris","State Representative","Bob Morris for State Representative","6124","confirm","lastName ""Morris"" in committee name with signal word"
"Robert Pope","Indiana Elected Official","Committee to Elect Robert Pope","7854","confirm","lastName ""Pope"" in committee name with signal word"
"Robin Shackleford","Indiana House of Representatives - District 98","Shackleford for House","6244","confirm","lastName ""Shackleford"" in committee name with signal word"
"Robin Williams","Indiana Elected Official","ROBIN WILLIAMS FOR INDIANA","7643","confirm","lastName ""Williams"" in committee name with signal word"
"Rodney Pol","Indiana Elected Official","Committee to Elect Rodney Pol Jr.","7580","confirm","lastName ""Pol"" in committee name with signal word"
"Rodric Bray","State Senator","Rodric D. Bray for State Senate","6289","confirm","lastName ""Bray"" in committee name with signal word"
"Ron Meer","Indiana Elected Official","Citizens To Elect Meer","7608","confirm","lastName ""Meer"" in committee name with signal word"
"Ronald Bacon","Indiana Elected Official","Friends of Ron Bacon","5888","ambiguous","lastName ""Bacon"" in committee name but no signal word found"
"Ronald Carlomon Saunders","Indiana Elected Official","Saunders for Indiana","7370","confirm","lastName ""Saunders"" in committee name with signal word"
"Ronald Grooms","State Senator","Grooms for State Senate","5892","confirm","lastName ""Grooms"" in committee name with signal word"
"Ronald Herrell","Indiana Elected Official","hoosiers for herrell","3804","confirm","lastName ""Herrell"" in committee name with signal word"
"Ronald Itnyre","Indiana Elected Official","Friends of Ron Itnyre","7658","ambiguous","lastName ""Itnyre"" in committee name but no signal word found"
"Ronald Turpin","Indiana Elected Official","Friends of Ron Turpin","7515","ambiguous","lastName ""Turpin"" in committee name but no signal word found"
"Ronnie Alting","State Senator","Ron Alting For State Senate Committee","4329","confirm","lastName ""Alting"" in committee name with signal word"
"Ross Deal","Indiana Elected Official","Ross Deal for Indiana House District 7","7243","confirm","lastName ""Deal"" in committee name with signal word"
"Ross Thomas","Indiana Elected Official","Committe to Elect Ross Thomas","7591","confirm","lastName ""Thomas"" in committee name with signal word"
"Russell Brooksbank","Indiana Elected Official","Committee to Elect Russell Brooksbank","7415","confirm","lastName ""Brooksbank"" in committee name with signal word"
"Russell Mounsey","State Representative","Mounsey For State Representative","7661","confirm","lastName ""Mounsey"" in committee name with signal word"
"Ryan Davis","Indiana Elected Official","Committee to Elect Ryan Davis for District 33","7316","confirm","lastName ""Davis"" in committee name with signal word"
"Ryan Dvorak","State Representative","Ryan Dvorak for State Representative","4795","confirm","lastName ""Dvorak"" in committee name with signal word"
"Ryan Hatfield","Indiana Elected Official","Friends of Ryan Hatfield","6753","ambiguous","lastName ""Hatfield"" in committee name but no signal word found"
"Ryan Kominakis","Indiana Elected Official","Ryan Kominakis for Indiana","8086","confirm","lastName ""Kominakis"" in committee name with signal word"
"Ryan Lauer","Indiana Elected Official","Friends of Ryan Lauer","6574","ambiguous","lastName ""Lauer"" in committee name but no signal word found"
"Ryan Liedtky","Indiana Elected Official","Committee to Elect Ryan Liedtky","7267","confirm","lastName ""Liedtky"" in committee name with signal word"
"Ryan Mishler","State Senator","Mishler for State Senate","5034","confirm","lastName ""Mishler"" in committee name with signal word"
"Ryan Price","Indiana Elected Official","Committee for Ryan Price for Indiana","8084","confirm","lastName ""Price"" in committee name with signal word"
"Ryan Royer","Indiana Elected Official","Friends of Ryan Royer","7309","ambiguous","lastName ""Royer"" in committee name but no signal word found"
"Sandra James","Indiana Elected Official","Vote 4 Sandy","7926","reject","lastName ""James"" not found in committee name"
"Sara Blohm","Indiana Elected Official","Sara Blohm 2020","7369","ambiguous","lastName ""Blohm"" in committee name but no signal word found"
"Sarah Blessing","Indiana Elected Official","Sarah Blessing for State House 70","7994","confirm","lastName ""Blessing"" in committee name with signal word"
"Sarah Busby","Indiana Elected Official","Sally for Indiana","8046","reject","lastName ""Busby"" not found in committee name"
"Sarah Shydale","Indiana Elected Official","Sarah Shydale for house district 97","7865","confirm","lastName ""Shydale"" in committee name with signal word"
"Sarina Williams","State Representative","Sarina Williams for State Representative","7570","confirm","lastName ""Williams"" in committee name with signal word"
"Scott Alexander","Indiana Elected Official","Committee to Elect Scott Alexander","7592","confirm","lastName ""Alexander"" in committee name with signal word"
"Scott Baldwin","Indiana Elected Official","Vote Baldwin","7332","ambiguous","lastName ""Baldwin"" in committee name but no signal word found"
"Scott Hawkins","State Representative","Scott Hawkins for State Representative","7520","confirm","lastName ""Hawkins"" in committee name with signal word"
"Scott Houldieson","Indiana Elected Official","Committee To Elect Scott Houldieson","8115","confirm","lastName ""Houldieson"" in committee name with signal word"
"Scott Strother","Indiana Elected Official","Strother 47","7629","ambiguous","lastName ""Strother"" in committee name but no signal word found"
"Scott Wise","State Senator","Wise 4 Senate 16","7904","ambiguous","lastName ""Wise"" in committee name but no signal word found"
"Sean Eberhart","Indiana Elected Official","Committee to Elect Sean Eberhart","5335","confirm","lastName ""Eberhart"" in committee name with signal word"
"Sean Selby","Indiana Elected Official","Friends of Sean Selby","7681","ambiguous","lastName ""Selby"" in committee name but no signal word found"
"Shane Lindauer","Indiana Elected Official","shanelindauer.com","7006","ambiguous","lastName ""Lindauer"" in committee name but no signal word found"
"Shane Weist","Indiana Elected Official","Shane Weist for Indiana","7637","confirm","lastName ""Weist"" in committee name with signal word"
"Sharon Negele","State Representative","Elect Negele for State Representative","5925","confirm","lastName ""Negele"" in committee name with signal word"
"Sharon Wight","Indiana Elected Official","Friends of Sharon Wight","8096","ambiguous","lastName ""Wight"" in committee name but no signal word found"
"Shawn Carruthers","State Senator","Carruthers For State Senate","7528","confirm","lastName ""Carruthers"" in committee name with signal word"
"Sheila Klinker","State Representative","Klinker for State Representative Committee","1376","confirm","lastName ""Klinker"" in committee name with signal word"
"Shelli Yoder","Indiana State Senate - District 40","Friends of Shelli Yoder","7337","ambiguous","lastName ""Yoder"" in committee name but no signal word found"
"Siddharth Mahant","Indiana Elected Official","SID4STATEREP","8065","reject","lastName ""Mahant"" not found in committee name"
"Spencer Deery","Indiana Elected Official","Spencer Deery for Indiana","7585","confirm","lastName ""Deery"" in committee name with signal word"
"Spencer England","State Senator","Committee to elect England 4 Senate","7880","confirm","lastName ""England"" in committee name with signal word"
"Stacey Donato","Indiana Elected Official","Committee to Elect Stacey A. Donato","7302","confirm","lastName ""Donato"" in committee name with signal word"
"Stan Jones","Indiana Elected Official","Committee85 to Elect Stan","7622","reject","lastName ""Jones"" not found in committee name"
"Stanley Albaugh","Indiana Elected Official","Committee to Elect Stan Albaugh","7237","confirm","lastName ""Albaugh"" in committee name with signal word"
"Stephanie Yocum","Indiana Elected Official","Yocum for Indiana","7911","confirm","lastName ""Yocum"" in committee name with signal word"
"Stephen Bartels","Indiana Elected Official","Friends of Stephen Bartels","7043","ambiguous","lastName ""Bartels"" in committee name but no signal word found"
"Stephen Folz","Indiana Elected Official","Neighbors for Steve Folz","7039","confirm","lastName ""Folz"" in committee name with signal word"
"Stephen Gray","Indiana Elected Official","Stand with Stephen","7555","reject","lastName ""Gray"" not found in committee name"
"Stephen Whitmer","Indiana Elected Official","Whitmer for Indy","7947","confirm","lastName ""Whitmer"" in committee name with signal word"
"Steven Davisson","Indiana Elected Official","www.stevedavisson.com","5617","ambiguous","lastName ""Davisson"" in committee name but no signal word found"
"Stuart Barnes-israel","Indiana Elected Official","Friends of Stu Barnes-Israel","7617","ambiguous","lastName ""Barnes-israel"" in committee name but no signal word found"
"Sue Errington","Indiana Elected Official","Friends of Sue Errington","4008","ambiguous","lastName ""Errington"" in committee name but no signal word found"
"Susan Dillon","Indiana Elected Official","Friends of Susan Dillon","7549","ambiguous","lastName ""Dillon"" in committee name but no signal word found"
"Suzanne Crouch","Indiana Elected Official","Friends of Suzanne Crouch","5295","ambiguous","lastName ""Crouch"" in committee name but no signal word found"
"Suzanne Fortenberry","Indiana Elected Official","Friends of Suzanne Fortenberry","7927","confirm","lastName ""Fortenberry"" in committee name with signal word"
"Suzanne Jaworowski","Indiana Elected Official","Friends For Suzie","7517","reject","lastName ""Jaworowski"" not found in committee name"
"Tabitha Bartley","Indiana Elected Official","Bartley for Indiana","7384","confirm","lastName ""Bartley"" in committee name with signal word"
"Tamla Tatum","Indiana Elected Official","CTE: Tamie Dixon Tatum","7683","ambiguous","lastName ""Tatum"" in committee name but no signal word found"
"Tammari Ingalls","Indiana Elected Official","Ingalls for Indiana","7651","confirm","lastName ""Ingalls"" in committee name with signal word"
"Tanner Bouchie","Indiana Elected Official","Friends of Tanner Bouchie","8057","ambiguous","lastName ""Bouchie"" in committee name but no signal word found"
"Taylor Isch","State Representative","Taylor Isch for State Representative","7374","confirm","lastName ""Isch"" in committee name with signal word"
"Tera Klutz","Indiana Elected Official","Friends of Tera Klutz","6981","ambiguous","lastName ""Klutz"" in committee name but no signal word found"
"Teresa Kendall","Indiana Elected Official","Kendall for House District 63","7403","confirm","lastName ""Kendall"" in committee name with signal word"
"Terri Austin","Indiana Elected Official","Committee to Elect Terri Austin","4517","confirm","lastName ""Austin"" in committee name with signal word"
"Terry Goodin","State Representative","GOODIN FOR STATE REPRESENTATIVE COMMITTEE","4490","confirm","lastName ""Goodin"" in committee name with signal word"
"Theodore Rokita","Indiana Elected Official","Todd Rokita Election Committee","4676","confirm","lastName ""Rokita"" in committee name with signal word"
"Theodore Uzelac","Indiana Elected Official","Committee to Elect Ted Uzelac","8071","confirm","lastName ""Uzelac"" in committee name with signal word"
"Theresa Bruno","Indiana Elected Official","Friends of Theresa Bruno","7297","ambiguous","lastName ""Bruno"" in committee name but no signal word found"
"Thomas Arthur","Indiana Elected Official","Committee to Elect Tom Arthur","8122","confirm","lastName ""Arthur"" in committee name with signal word"
"Thomas Hedde","Indiana Elected Official","Committee to Elect Tom Hedde","7335","confirm","lastName ""Hedde"" in committee name with signal word"
"Thomas Horrocks","Indiana Elected Official","Friends of Thomas Horrocks","7816","ambiguous","lastName ""Horrocks"" in committee name but no signal word found"
"Thomas Jones","Indiana Elected Official","Committee to Elect Tom Jones","7521","confirm","lastName ""Jones"" in committee name with signal word"
"Thomas Saunders","State Representative","Friends of Tom Saunders for state represenative","3970","confirm","lastName ""Saunders"" in committee name with signal word"
"Thomas Washburne","State Representative","Washburne for State Representative","6298","confirm","lastName ""Washburne"" in committee name with signal word"
"Thomas Wichlinski","Indiana Elected Official","Committtee to Elect Tom Wichlinski","7327","confirm","lastName ""Wichlinski"" in committee name with signal word"
"Thonja Nicholson","Indiana Elected Official","Hoosiers for Thonja","7982","reject","lastName ""Nicholson"" not found in committee name"
"Tiffany Grant","Indiana Elected Official","Tiffany Grant for Indiana","7339","confirm","lastName ""Grant"" in committee name with signal word"
"Tiffany Stoner","Indiana Elected Official","Friends of Tiffany Stoner","7869","ambiguous","lastName ""Stoner"" in committee name but no signal word found"
"Tim Swager","State Senator","Swager for State Senate - District 10","7874","confirm","lastName ""Swager"" in committee name with signal word"
"Tim Yocum","State Representative","Committee to Elect Tim R. Yocum State Representative District 42","7941","confirm","lastName ""Yocum"" in committee name with signal word"
"Timothy Barr","Indiana Elected Official","Friends of Tim Barr","7240","ambiguous","lastName ""Barr"" in committee name but no signal word found"
"Timothy Brown","Indiana Elected Official","CITIZENS FOR TIM BROWN","3776","confirm","lastName ""Brown"" in committee name with signal word"
"Timothy Cotton","State Senator","Tim Cotton for Senate District 10","7957","confirm","lastName ""Cotton"" in committee name with signal word"
"Timothy Gust","Indiana Elected Official","Committee to Elect Tim Gust","7368","confirm","lastName ""Gust"" in committee name with signal word"
"Timothy Jaycox","State Representative","Committee to elect Timothy Jaycox for State Rep","7434","confirm","lastName ""Jaycox"" in committee name with signal word"
"Timothy Lanane","State Senator","Committee to elect Senator Tim Lanane","4241","confirm","lastName ""Lanane"" in committee name with signal word"
"Timothy Lee Mcvey","Indiana Elected Official","Committee to Elect Tim McVey","7894","confirm","lastName ""Mcvey"" in committee name with signal word"
"Timothy Murphy","Indiana Elected Official","Murphy for 19","8074","confirm","lastName ""Murphy"" in committee name with signal word"
"Timothy O'brien","Indiana Elected Official","Friends of Tim O'Brien","7503","ambiguous","lastName ""O'brien"" in committee name but no signal word found"
"Timothy Radice","Indiana Elected Official","Citizens for Tim Radice","7669","confirm","lastName ""Radice"" in committee name with signal word"
"Timothy Wesco","Indiana Elected Official","Wesco Victory Committee","5958","confirm","lastName ""Wesco"" in committee name with signal word"
"Tina Turner","Indiana Elected Official","The Right Turn","8038","reject","lastName ""Turner"" not found in committee name"
"Todd Connor","Indiana Elected Official","Todd Connor for Indiana","7593","confirm","lastName ""Connor"" in committee name with signal word"
"Todd Huston","State Representative","Todd Huston for State Representative","6207","confirm","lastName ""Huston"" in committee name with signal word"
"Todd Smith","Indiana Elected Official","Todd Smith for Indiana","7971","confirm","lastName ""Smith"" in committee name with signal word"
"Tom Rhoades","Indiana Elected Official","Friends of Tom Rhoades","7206","ambiguous","lastName ""Rhoades"" in committee name but no signal word found"
"Tom Wallace","Indiana Elected Official","Tom Wallace","7353","ambiguous","lastName ""Wallace"" in committee name but no signal word found"
"Tonda Pauley","Indiana Elected Official","Committee to Elect Tonda Pauley","7392","confirm","lastName ""Pauley"" in committee name with signal word"
"Tonya Hudson","Indiana Elected Official","Tonya Hudson for Lt. Governer","7799","confirm","lastName ""Hudson"" in committee name with signal word"
"Tonya Pfaff","Indiana Elected Official","Elect Tonya Pfaff","7061","confirm","lastName ""Pfaff"" in committee name with signal word"
"Tracey Powell","Indiana Elected Official","Tracey Powell for Indiana","8054","confirm","lastName ""Powell"" in committee name with signal word"
"Travis Chittum","State Senator","Chittum for Indiana Senate","7991","confirm","lastName ""Chittum"" in committee name with signal word"
"Travis Hankins","Indiana Elected Official","Travis Hankins for Indiana","8127","confirm","lastName ""Hankins"" in committee name with signal word"
"Travis Holdman","Indiana Elected Official","Hoosiers for Holdman","5752","confirm","lastName ""Holdman"" in committee name with signal word"
"Trenton Feuerbach","Indiana Elected Official","Trent for Indiana","7362","reject","lastName ""Feuerbach"" not found in committee name"
"Tyjuan Garrett","State Representative","Committee to Elect Tyjuan Garrett for State Representative","6312","confirm","lastName ""Garrett"" in committee name with signal word"
"Tyler Johnson","Indiana Elected Official","Vote Dr Johnson","7542","ambiguous","lastName ""Johnson"" in committee name but no signal word found"
"Vanessa Summers","State Representative","VANESSA J. SUMMERS FOR STATE REPRESENTATIVE","3503","confirm","lastName ""Summers"" in committee name with signal word"
"Vaneta Becker","Indiana Elected Official","FRIENDS TO ELECT VANETA BECKER","1272","confirm","lastName ""Becker"" in committee name with signal word"
"Vernon Smith","Indiana Elected Official","COMMITTEE TO ELECT DR. VERNON G. SMITH ST. REP.","3299","confirm","lastName ""Smith"" in committee name with signal word"
"Veronica Pejril","Indiana Elected Official","Friends to Elect Veronica Pejril","7862","confirm","lastName ""Pejril"" in committee name with signal word"
"Victoria Martz","Indiana Elected Official","Election Committee for Victoria C. Martz","7979","confirm","lastName ""Martz"" in committee name with signal word"
"Victoria Spartz","Indiana Elected Official","Victoria for Indiana","7018","reject","lastName ""Spartz"" not found in committee name"
"Victoria Wilburn","Indiana Elected Official","Committee to Elect Victoria Garcia Wilburn","7584","confirm","lastName ""Wilburn"" in committee name with signal word"
"Walter Sorg","State Representative","Walt Sorg for Representative","7934","confirm","lastName ""Sorg"" in committee name with signal word"
"Wayne Harmon","Indiana Elected Official","Committee to Elect Wayne Harmon","7389","confirm","lastName ""Harmon"" in committee name with signal word"
"Wendy Chesser","Indiana Elected Official","Friends of Wendy Dant Chesser","7970","ambiguous","lastName ""Chesser"" in committee name but no signal word found"
"Wendy Mcnamara","State Representative","Wendy McNamara for State Representative","5906","confirm","lastName ""Mcnamara"" in committee name with signal word"
"Wesley Bennett","Indiana Elected Official","Friends of Wes Bennett","8104","ambiguous","lastName ""Bennett"" in committee name but no signal word found"
"Will Miller","State Senator","Miller for State Senate","7946","confirm","lastName ""Miller"" in committee name with signal word"
"William Colteryahn","Indiana Elected Official","Colteryahn4Indiana","8109","ambiguous","lastName ""Colteryahn"" in committee name but no signal word found"
"William Dixon","State Representative","Dixon for State Representative","7248","confirm","lastName ""Dixon"" in committee name with signal word"
"William Gutrich","Indiana Elected Official","Gutrich for Indiana","7832","confirm","lastName ""Gutrich"" in committee name with signal word"
"William Henry","Indiana Elected Official","Committee to Elect William Henry","7412","confirm","lastName ""Henry"" in committee name with signal word"
"William Levin","Indiana Elected Official","Levin 2020","7251","ambiguous","lastName ""Levin"" in committee name but no signal word found"
"William Nash","Indiana Elected Official","Friends of Bill Nash","7684","ambiguous","lastName ""Nash"" in committee name but no signal word found"
"William Webster","Indiana Elected Official","Patriots For Webster","7590","confirm","lastName ""Webster"" in committee name with signal word"
"Woodrow Myers","Governor","Myers for Governor","7247","confirm","lastName ""Myers"" in committee name with signal word"
"Yvonne Metcalfe","State Representative","Yvonne Metcalfe for state rep","7940","confirm","lastName ""Metcalfe"" in committee name with signal word"
"Zach Heimach","Indiana Elected Official","Supporters of Zach Heimach","7659","ambiguous","lastName ""Heimach"" in committee name but no signal word found"
"Zachary Payne","Indiana Elected Official","Friends of Zach Payne","7361","ambiguous","lastName ""Payne"" in committee name but no signal word found"
"Zackery Davis","Indiana Elected Official","Friends of Zack Davis","7734","ambiguous","lastName ""Davis"" in committee name but no signal word found"
