office_id,politician_id,full_name,current_title,proposed_title,source,confidence,evidence
4e4afa85-0003-4d36-8b12-ad47309d1f53,48c4f92e-defe-4f4f-8b56-25955ae7e13e,Kathleen Thorpe,Indiana Elected Official,(none),unresolved,none,(committee: Kathy Thorpe for Indiana | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
757da5be-b48a-43e2-aaae-d099a95c9db6,011a0787-46a2-4a37-a01d-6553445ff632,Brian Tibbs,Indiana Elected Official,(none),unresolved,none,(committee: Tibbs for District 66 | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
e8274290-fa94-44b6-ab4f-a855c9a98ee4,fd985071-f285-4f58-8b26-82c57c97e088,Timothy Lee Mcvey,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Tim McVey | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
595257fa-0d33-4a76-9e72-00551735cc1a,dfab8491-551f-4a3f-b76c-d220a9f4b23b,James Tomes,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Jim Tomes | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
de539075-42d1-4b59-b008-2ad8b23c2a44,2431e62b-83bc-493b-9691-a62bff7ae1aa,Catherine Torzewski,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Catherine Torzewski | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
2e0ca0f3-3545-42f3-9946-c39ead634517,8fd94cc5-dffe-47cc-b09a-6e0c15a1882d,Bill Treadway,Indiana Elected Official,(none),unresolved,none,(committee: The Committee to Elect Bill Treadway | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
2f1a3280-dce1-47da-b3b5-e4bc0232c437,660d5fa7-ae6b-4e9b-940f-27a7f0d04512,Nathan Uldricks,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Nate Uldricks | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
2463978a-b6aa-4232-8f73-f2fe1c3fe684,0214b442-ec37-4018-89d3-1e6b4371947e,Jocelyn Vare,Indiana Elected Official,(none),unresolved,none,(committee: FRIENDS OF JOCELYN VARE | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
476f9c42-cd8b-45f8-8e11-5f993174e287,d57bc0c9-130f-43cd-a2c1-6f5b880e7d1e,Josh Vergiels,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Josh Vergiels | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
5998a647-23eb-4a68-b18d-4e2a6f3173aa,e93bb9f1-8f60-4f56-a492-0e40d7d49647,Greg Walker,Indiana Elected Official,(none),unresolved,none,(committee: Taxpayers for Greg Walker | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
9605a66f-18cb-483a-a909-e1dfb1b0e98b,48f99b45-486d-4d6d-8f48-ed21a793778f,Timothy Wesco,Indiana Elected Official,(none),unresolved,none,(committee: Wesco Victory Committee | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
49d68ee5-6d0e-40ea-8e0a-9a2261b45444,1a52460e-846f-4e24-a849-4a9dee591827,John Westercamp,Indiana Elected Official,(none),unresolved,none,"(committee: Friends of John Westercamp, LLC | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)"
5c116137-e335-4c75-8251-f15bbba765b5,b7f9da64-bb15-4112-bf63-c01dcbd6796d,Patricia Whitcomb,Indiana Elected Official,(none),unresolved,none,(committee: Whitcomb for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
ff95c3a5-f782-4e59-9509-67489d5a83ba,ee071923-484c-4f67-bdee-b041dbd71379,Nicholas White,Indiana Elected Official,(none),unresolved,none,(committee: Nick White for Indiana | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
208df51e-aaac-4230-ba59-e53f8e7558c1,21ac63a1-c054-4cc3-9ab3-c9190c12ceb8,Stephen Whitmer,Indiana Elected Official,(none),unresolved,none,(committee: Whitmer for Indy | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
ede9f601-3efe-45ea-af1a-662dbce4d659,d4a6e977-705e-49d3-8637-68f52bf26a8a,Karen Whitney,Indiana Elected Official,(none),unresolved,none,(committee: Committee To Elect Karen Whitney | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
27ede32f-444a-435b-88a5-7c462d53cfb1,c17983df-3876-4bc0-8e93-a38765f87978,Jeffrey Wible,Indiana Elected Official,(none),unresolved,none,(committee: Wible for Indiana | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
d4b16e01-7678-4742-8861-7870628d12ff,41be2ec7-4a2b-4cce-aae4-efdf46ebfb73,Thomas Wichlinski,Indiana Elected Official,(none),unresolved,none,(committee: Committtee to Elect Tom Wichlinski | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
5ff76a60-a6db-40c5-a378-1b7a292b2d51,a0c010e6-95a0-482d-8148-bb54cbcc5781,Sharon Wight,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Sharon Wight | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
8d04b7a5-2d0b-4139-b102-1b3fd9ea4791,a70cf1ad-60e3-40e8-ad7c-2ed2898e6db8,Michael Wilber,Indiana Elected Official,(none),unresolved,none,(committee: Mike Wilber for Indiana | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
451a4d8b-fc86-4ede-bf2c-b1f9280b7c1d,3c7c825a-990d-4852-b1e9-54c842abee92,Victoria Wilburn,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Victoria Garcia Wilburn | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
9b60a362-58fa-483c-a3c1-09d10e4f5e4f,cff12b3f-28d5-4062-b0db-70b08da0815a,Robin Williams,Indiana Elected Official,(none),unresolved,none,(committee: ROBIN WILLIAMS FOR INDIANA | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
4cb68b3a-b3e0-41f7-adc2-89e2790d29d9,3601a053-4d55-4083-b53e-a3348cdf3ee9,Kent Yeager,Indiana Elected Official,(none),unresolved,none,(committee: Yeager for 70 | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
666549c9-8a9b-47d1-b47e-c231315cb4d8,dae3d553-3056-432b-b66b-75eb1866c5db,Niles Yensel,Indiana Elected Official,(none),unresolved,none,(committee: Yensel for Indiana | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
b54dc6d3-d81c-43de-8d8c-5294a4513bde,1bb66ce4-c722-4ec0-8203-c292409cee81,Maria Yuquilima,Indiana Elected Official,(none),unresolved,none,(committee: Hoosiers for Yuquilima | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
72dc741a-5bc4-4e90-b99e-eefd4ca288ae,0bbfa799-99af-4202-abdc-fc37846af5a4,Dennis Zent,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Denny Zent | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
47a67169-91c0-4340-8a51-1a198fd4d234,89120c7a-44a3-4f12-81e0-5841b18f2c77,John Zody,Indiana Elected Official,(none),unresolved,none,(committee: John Zody for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
e0bdd9ad-db4c-4600-a62d-0fabf08d174b,c25d0d7f-0e46-40d5-8fc6-3588f0bd86c1,Kathryn Zoucha,Indiana Elected Official,(none),unresolved,none,(committee: Zoucha for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
