state,jurisdiction,chamber,office,full_name,party,stances,already_searched,seat_link,jurisdiction_from,official_urls,politician_id
CA,"Norwalk-La Mirada Unified, California, US",Board of Education,Board Member,Patricia Mitchell,N,0,,current term,government,,e28513df-231a-420c-9b8c-1ad3b4646d73
CA,"Norwalk-La Mirada Unified, California, US",Board of Education,Board Member,Rosy Simas,N,0,,current term,government,,af24991f-7ac0-4264-a7db-7d15963ed06e
CA,"Norwalk-La Mirada Unified, California, US",Board of Education,Board Member,Terri Apodaca,N,0,,current term,government,,f5bc9f89-8f84-4a76-bc7c-a7c05e01813e
CA,"Orange County, California, US",Countywide Elected Officials,Auditor-Controller,Andrew N. Hamilton,,0,,current term,government,,dfadcdae-4c5b-4d43-abc4-ba2436aa5894
CA,"Orange County, California, US",Countywide Elected Officials,Assessor,Claude Parrish,,0,,current term,government,,050d81dd-53ad-41ac-90d0-150118221ef7
CA,"Orange County, California, US",Countywide Elected Officials,Sheriff-Coroner,Don Barnes,,0,,current term,government,,bc5d5775-12dd-4d37-a22d-588d1f572241
CA,"Orange County, California, US",Countywide Elected Officials,Clerk-Recorder,Hugh Nguyen,,0,,current term,government,,347623a6-ee0a-4cd2-905c-c8008baadb3d
CA,"Orange County, California, US",Countywide Elected Officials,Treasurer-Tax Collector,Shari L. Freidenrich,,0,,current term,government,,20451cd9-dd76-481c-9e1c-23135e9e42c9
CA,"Orange County, California, US",Countywide Elected Officials,District Attorney,Todd Spitzer,,0,,current term,government,,4cdd275d-e954-4146-884e-8e37aeb1e32a
CA,"Palmdale Elementary, California, US",Board of Trustees,Board Member,Angela Portillo,N,0,searched:no_results,current term,government,,2376dcb8-0374-49de-b041-88035ed3c9f4
CA,"Palmdale Elementary, California, US",Board of Trustees,Board Member,Claudia Valenzuela,N,0,explored,current term,government,,8a0d4875-70b5-4678-badb-4e1b8caa432c
CA,"Palmdale Elementary, California, US",Board of Trustees,Board Member,Maria Garcia,N,0,,current term,government,,ccf4cf8f-30b7-48ba-a610-07ccd10a6e78
CA,"Palmdale Elementary, California, US",Board of Trustees,Board Member,Stephanie Davis,N,0,,current term,government,,6dab5ac4-59ef-47c3-8b38-9fa416831041
CA,"Palmdale Elementary, California, US",Board of Trustees,Board Member,Yvonne Ghandchi,N,0,,current term,government,,a6c61934-8f51-44f2-946b-7df4d1ba31d2
CA,"Palos Verdes Peninsula Unified, California, US",Board of Education,Board Member,Cindy Byelich,N,0,explored,current term,government,,7cbf6f43-43d0-4a61-84ed-277eb3a8cf05
CA,"Palos Verdes Peninsula Unified, California, US",Board of Education,Board Member,David Maron,N,0,explored,current term,government,,649e6bdf-eaed-40aa-b383-3af5725209f3
CA,"Palos Verdes Peninsula Unified, California, US",Board of Education,Board Member,Sandra Dorit,N,0,,current term,government,,c95c888a-8857-421b-af4f-63ddcbace789
CA,"Palos Verdes Peninsula Unified, California, US",Board of Education,Board Member,Stacy Hollingsworth,N,0,,current term,government,,9163f6fc-8e93-4065-a49b-a009ff443477
CA,"Palos Verdes Peninsula Unified, California, US",Board of Education,Board Member,Susan Craig,N,0,,current term,government,,96ee62ec-4a0d-4d02-8d2d-43b84f16a9de
CA,"Paramount Unified, California, US",Board of Education,Board Member,Maria Avalos,N,0,,current term,government,,0214504a-cd44-4fe8-baf3-fec1796efe1a
CA,"Paramount Unified, California, US",Board of Education,Board Member,Ramon Quintero,N,0,,current term,government,,3a2a57d8-5502-45ef-aece-3ed0ba1d1e53
CA,"Paramount Unified, California, US",Board of Education,Board Member,Richard Martinez,N,0,,current term,government,,5841f6ec-7b0b-4ccf-9edb-6469c1fe3e48
CA,"Paramount Unified, California, US",Board of Education,Board Member,Sandra Soto,N,0,,current term,government,,0821276c-0847-4557-9611-2de17f57939b
CA,"Pasadena Unified, California, US",Board of Education,Board Member,Cynthia Cervantes Jackson,N,0,explored,current term,government,,7e2ecc87-9c9d-413d-9948-dfb688e59088
CA,"Pasadena Unified, California, US",Board of Education,Board Member,Kim Kenne,N,0,,current term,government,,820d81c8-4f1a-4a05-a739-98e1c1e35c56
CA,"Pasadena Unified, California, US",Board of Education,Board Member,Lawrence Torres,N,0,,current term,government,,68eea13f-e95d-468b-bc43-aa83c19a37da
CA,"Pasadena Unified, California, US",Board of Education,Board Member,Michelle Bailey,N,0,,current term,government,,5cbf44d9-91de-4fc9-b5f0-76e2ae236914
CA,"Pasadena Unified, California, US",Board of Education,Board Member,Pat Cahalan,N,0,,current term,government,,7dae12c6-d2b7-45a4-af3f-0003e13fbacf
CA,"Pasadena Unified, California, US",Board of Education,Board Member,Yarma Velázquez Vargas,N,0,,current term,government,,b1f63336-4614-4c12-9b03-6ad3c30604df
CA,"Placer County, California, US",Countywide Elected Officials,Assessor,Matthew R. Maynard,,0,,current term,government,,4c103ea1-ec1a-44d9-a124-56f2762ef419
CA,"Placer County, California, US",Countywide Elected Officials,District Attorney,Morgan Gire,,0,,current term,government,,b4c25e84-ba6b-4e92-8743-4d2d172fb0d4
CA,"Placer County, California, US",Countywide Elected Officials,Clerk-Recorder-Registrar of Voters,Ryan Ronco,,0,,current term,government,,5704bbe5-49f4-4c45-a937-62ae94012dd3
CA,"Placer County, California, US",Countywide Elected Officials,Treasurer-Tax Collector,Tristan Butcher,,0,,current term,government,,9a1a0a4d-6603-4c94-97f1-4b1aa812596b
CA,"Pomona Unified, California, US",Board of Education,Board Member,Adriana Camorlinga,N,0,searched:no_results,current term,government,,d9e394d9-3e01-4643-ae70-90fbccc5aeb7
CA,"Pomona Unified, California, US",Board of Education,Board Member,Ashley Johnson,N,0,searched:no_results,current term,government,,a72b6e3b-1f34-4469-b9d1-622b64496927
CA,"Pomona Unified, California, US",Board of Education,Board Member,Chuck Kauffman,N,0,explored,current term,government,,54dbc290-591b-4a01-95c4-6c2c80c68195
CA,"Pomona Unified, California, US",Board of Education,Board Member,David Buerge,N,0,explored,current term,government,,3f09884f-950d-462b-821f-6161c5d52784
CA,"Pomona Unified, California, US",Board of Education,Board Member,Evelyne Aquilar,N,0,,current term,government,,ca63670f-2000-490e-9a99-0317684f1ad9
CA,"Pomona Unified, California, US",Board of Education,Board Member,Isabel Cruz,N,0,,current term,government,,4fe30078-fd83-4d42-aca0-83ea14062dd7
CA,"Pomona Unified, California, US",Board of Education,Board Member,Roberta Bacon,N,0,,current term,government,,04fcc309-611e-4678-808b-87ca80f95ac6
CA,"Redondo Beach Unified, California, US",Board of Education,Board Member,Eric Sheridan,N,0,,current term,government,,52e2ca7c-cf20-490e-97dd-57741a95fb52
CA,"Redondo Beach Unified, California, US",Board of Education,Board Member,Maggie McLaughlin,N,0,,current term,government,,f5925180-4bec-4ab9-9dae-068ad3c8b657
CA,"Redondo Beach Unified, California, US",Board of Education,Board Member,Mark Schilit,N,0,,current term,government,,5977fd63-62f6-471d-b379-046423e7fc75
CA,"Redondo Beach Unified, California, US",Board of Education,Board Member,Naomi Kim,N,0,,current term,government,,bbff7247-f129-41ef-8d39-393b3c973163
CA,"Redondo Beach Unified, California, US",Board of Education,Board Member,Rosie Ferree,N,0,,current term,government,,00c36fe6-86e1-4bd8-bfd7-417739ce553e
CA,"Rosemead Elementary, California, US",Board of Trustees,Board Member,Jay Imperial,N,0,,current term,government,,3ed8f158-6f91-4e96-9181-09e4783c010c
CA,"Rosemead Elementary, California, US",Board of Trustees,Board Member,Sandra Herrera,N,0,,current term,government,,e771a832-0b22-4788-8c40-d314898dfeeb
CA,"Rosemead Elementary, California, US",Board of Trustees,Board Member,Tara Ly,N,0,,current term,government,,3548fca1-d0d3-402c-a69b-4292382dc6cf
CA,"Rosemead Elementary, California, US",Board of Trustees,Board Member,Teresa Pimentel,N,0,,current term,government,,ee672e7d-063a-4803-a7cc-96522e2529ab
CA,"Rowland Unified, California, US",Board of Education,Board Member,Cary Romo Nakayama,N,0,explored,current term,government,,9b1ebb14-fc87-4705-8639-667d8f3b3101
CA,"Rowland Unified, California, US",Board of Education,Board Member,Jeff Mata,N,0,,current term,government,,7d4241b8-cc27-48a0-9b76-f205f2eeca84
CA,"Rowland Unified, California, US",Board of Education,Board Member,Jeff Seawright,N,0,,current term,government,,015e3a37-ac58-49a1-8483-1343f33a9356
CA,"Rowland Unified, California, US",Board of Education,Board Member,Marilyn Solorzano,N,0,,current term,government,,296f315f-bb67-4816-9bcd-a59108ce972a
CA,"Rowland Unified, California, US",Board of Education,Board Member,Mike Bhatt,N,0,,current term,government,,9dc46319-a05f-4370-9ab6-8577bb61fb91
CA,"Sacramento County, California, US",Countywide Elected Officials,Assessor,Christina Wynn,,0,,current term,government,,e2e151f6-bb8d-4abd-90c8-9d2e106a8cef
CA,"Sacramento County, California, US",Countywide Elected Officials,Sheriff,Jim Cooper,,0,,current term,government,,3b5cd64b-72b2-4532-99b1-d370e5685b19
CA,"Sacramento County, California, US",Countywide Elected Officials,District Attorney,Thien Ho,,0,,current term,government,,8f6bd045-e757-4216-9b2e-ec9ae30d5253
CA,"San Bernardino County, California, US",Countywide Elected Officials,Auditor-Controller/Treasurer/Tax Collector,Ensen Mason,,0,,current term,government,,d1a4d631-24b7-49b6-b298-391acbb9a1c3
CA,"San Bernardino County, California, US",Countywide Elected Officials,District Attorney,Jason Anderson,,0,,current term,government,,e5b8bdf1-92d6-4348-aa44-6ee85fb7611a
CA,"San Bernardino County, California, US",Countywide Elected Officials,Assessor-Recorder-County Clerk,Josie Gonzales,,0,,current term,government,,5b04c9cc-586a-4cf5-8ac6-e0104bc54058
CA,"San Bernardino County, California, US",Countywide Elected Officials,Sheriff/Coroner/Public Administrator,Shannon D. Dicus,,0,,current term,government,,c4133f82-3a29-4bac-aa06-2b6b32a2fbfd
CA,"San Bernardino County, California, US",Countywide Elected Officials,County Superintendent of Schools,Theodore Alejandre,,0,,current term,government,,b2ed5db8-27f5-4a6b-93de-97af50fb2c65
CA,"San Diego Unified School District, California, US",Board of Education,Board Member (District E),Sharon Whitehurst-Payne,,0,,current term,government,,38b39805-3e0b-40ed-bc04-d79d4235f919
CA,"San Gabriel Unified, California, US",Board of Education,Board Member,Estela Sanchez-Torres,N,0,,current term,government,,d46f8101-1cc9-4f2f-8e6a-ceb58febba8b
CA,"San Gabriel Unified, California, US",Board of Education,Board Member,Megan Ngo,N,0,,current term,government,,e526fc4e-536d-4878-b1f0-5d2b903a6ee0
CA,"San Gabriel Unified, California, US",Board of Education,Board Member,Nora Martinez,N,0,,current term,government,,8825a1a2-c225-47d3-8848-8fa687f0f7ba
CA,"San Gabriel Unified, California, US",Board of Education,Board Member,Yvette Vivanco,N,0,,current term,government,,a4ed6e28-252b-4bd5-a6f2-ddb96c37aa3f
CA,"San Gabriel Unified, California, US",Board of Education,Board Member,Yvonne Marquez,N,0,,current term,government,,3aeeb9e8-68e7-4bd3-a4ff-19958d46debd
CA,"San Joaquin County, California, US",Countywide Elected Officials,Sheriff,Patrick Withrow,,0,,current term,government,,2984a0fe-59e2-4931-8f8e-e272bbc7cde3
CA,"San Joaquin County, California, US",Countywide Elected Officials,Treasurer-Tax Collector,Phonxay Keokham,,0,,current term,government,,5df41bea-b32a-48c7-8b4c-5f90f52abfec
CA,"San Jose Unified School District, California, US",Board of Education,Board Member (Trustee Area 4),Brian Wheatley,,0,,current term,government,,296eeaa7-23a2-40f4-b029-ac64c3918723
CA,"San Jose Unified School District, California, US",Board of Education,Board Member (Trustee Area 3),Carla Collins,,0,,current term,government,,42d0f92c-1259-4e41-a579-38b70bcf5c5b
CA,"San Jose Unified School District, California, US",Board of Education,Board Member (Trustee Area 2),José Magaña,,0,,current term,government,,c9f8a071-65a0-410c-9d30-42c009bd357f
CA,"San Jose Unified School District, California, US",Board of Education,Board Member (Trustee Area 5),Nicole Gribstad,,0,,current term,government,,9e68823c-74bd-4ce9-90e5-4eb11f4d85ad
CA,"San Jose Unified School District, California, US",Board of Education,Board Member (Trustee Area 1),Teresa Castellanos,,0,,current term,government,,d8a70c62-aee0-409f-8cac-d7b2d21f4faa
CA,"San Luis Obispo County, California, US",Countywide Elected Officials,District Attorney,Dan Dow,,0,,current term,government,,f57ded37-8d10-4aeb-8460-8437f4fe70cf
CA,"San Luis Obispo County, California, US",Countywide Elected Officials,County Clerk-Recorder,Elaina Cano,,0,,current term,government,,6dd707c6-608f-49fa-882b-eb2a5fd8f61f
CA,"San Luis Obispo County, California, US",Countywide Elected Officials,Sheriff-Coroner,Ian Parkinson,,0,,current term,government,,5f3e9325-39db-4231-a4ec-20f41ed267ae
CA,"San Luis Obispo County, California, US",Countywide Elected Officials,Auditor-Controller-Treasurer-Tax Collector-Public Administrator,James W. Hamilton,,0,,current term,government,,a7abd572-b5b0-4346-a5ac-fc035ee54d1b
CA,"San Luis Obispo County, California, US",Countywide Elected Officials,Assessor,Tom J. Bordonaro Jr.,,0,,current term,government,,b83c42b9-b16f-4cc8-a8a7-3c9787fbd860
CA,"San Marino Unified, California, US",Board of Education,Board Member,Ann Huang,N,0,searched:no_results,current term,government,,1a7a4b31-f17f-4e95-954b-0cd7f78b5e85
CA,"San Marino Unified, California, US",Board of Education,Board Member,Jason Paguio,N,0,,current term,government,,910b1c9b-1af6-48a1-ac98-1d93605a915f
CA,"San Marino Unified, California, US",Board of Education,Board Member,Linh Nguyen,N,0,,current term,government,,7b2e6829-ce2b-41c7-9258-4f65bb72c258
CA,"San Marino Unified, California, US",Board of Education,Board Member,Marcella Hovey,N,0,,current term,government,,59d50869-a5c4-4e95-9276-a129e984fb8d
CA,"San Marino Unified, California, US",Board of Education,Board Member,Tom Regan,N,0,,current term,government,,d0b60b59-207f-4687-86c9-15c7810d4117
CA,"San Mateo County, California, US",Countywide Elected Officials,County Controller,Juan Raigoza,,0,,current term,government,,d5dade20-5631-4fb7-a132-f3af2c90cf99
CA,"San Mateo County, California, US",Countywide Elected Officials,Sheriff,Kenneth Binder,,0,,current term,government,,73b15e01-e5dc-4bed-be4b-9e4a84454483
CA,"San Mateo County, California, US",Countywide Elected Officials,Assessor-County Clerk-Recorder,Mark Church,,0,,current term,government,,f67b361f-b0fa-4fe0-b2dc-2b2ca7e8338d
CA,"San Mateo County, California, US",Countywide Elected Officials,Coroner,Robert J. Foucrault,,0,,current term,government,,7881928f-40cf-4fd5-aa87-f66813a7e8ba
CA,"San Mateo County, California, US",Countywide Elected Officials,Treasurer-Tax Collector,Sandie Arnott,,0,,current term,government,,5e0c2b01-715f-4331-80b5-b514a2b4c8d2
CA,"San Mateo County, California, US",Countywide Elected Officials,District Attorney,Stephen M. Wagstaffe,,0,,current term,government,,1c78066d-986c-462d-8a7b-08d95fea147f
CA,"Santa Barbara County, California, US",Countywide Elected Officials,Auditor-Controller,Betsy M. Schaffer,,0,,current term,government,,b4191edc-25fb-4545-9bec-66e460a4adfd
CA,"Santa Barbara County, California, US",Countywide Elected Officials,Sheriff-Coroner,Bill Brown,,0,,current term,government,,c731a248-87a1-433a-8b19-9bb5eef2a505
CA,"Santa Barbara County, California, US",Countywide Elected Officials,Treasurer-Tax Collector-Public Administrator,Harry E. Hagen,,0,,current term,government,,525ff0d2-b4a7-4010-82ee-5f88e7d07832
CA,"Santa Barbara County, California, US",Countywide Elected Officials,District Attorney,John T. Savrnoch,,0,,current term,government,,930e0bf9-4109-4fb4-9249-76c022d2a4bd
CA,"Santa Barbara County, California, US",Countywide Elected Officials,"Clerk, Recorder and Assessor",Joseph E. Holland,,0,,current term,government,,d683354b-0dcd-4116-ab3b-cc1fef246e6f
CA,"Santa Clara County, California, US",Countywide Elected Officials,District Attorney,Jeffrey Rosen,,0,,current term,government,,11ebee6e-2bdf-498e-9397-704275571648
CA,"Santa Clara County, California, US",Countywide Elected Officials,County Assessor,Neysa Fligor,,0,,current term,government,,0216dd68-7583-47b6-989e-bbcafc0b882b
CA,"Santa Clara County, California, US",Countywide Elected Officials,County Sheriff,Robert Jonsen,,0,,current term,government,,c19c496c-405f-4d57-a4c8-edda572df820
CA,"Santa Cruz County, California, US",Countywide Elected Officials,Sheriff-Coroner,Christopher Clark,,0,,current term,government,,b0e7d1a8-e4a1-41ae-954e-aa82a671be1e
CA,"Santa Cruz County, California, US",Countywide Elected Officials,District Attorney-Public Administrator,Jeffrey S. Rosell,,0,,current term,government,,dfe8cb54-2fdf-4992-882f-4d022526762c
CA,"Santa Cruz County, California, US",Countywide Elected Officials,Auditor-Controller-Treasurer-Tax Collector,Laura Bowers,,0,,current term,government,,d1688242-bfa3-4d14-938f-ce420ffa7d37
CA,"Santa Cruz County, California, US",Countywide Elected Officials,Assessor-Recorder,Sheri Thomas,,0,,current term,government,,023a94f6-f3ec-403c-87f8-8edb69a4c3b9
CA,"Santa Cruz County, California, US",Countywide Elected Officials,County Clerk,Tricia Webber,,0,,current term,government,,f461097b-4987-4d68-9157-55fe71ed6db5
CA,"Santa Monica-Malibu Unified, California, US",Board of Education,Board Member,Alicia Brodkin,N,0,searched:no_results,current term,government,,636c3d78-e230-4c1f-b267-921c4775b2c4
CA,"Santa Monica-Malibu Unified, California, US",Board of Education,Board Member,Craig Foster,N,0,explored,current term,government,,592a2ac4-686f-47d5-8668-269e21ad1924
CA,"Santa Monica-Malibu Unified, California, US",Board of Education,Board Member,Jon Kean,N,0,,current term,government,,063fd6f1-42f0-47dc-aa7d-7feac385c495
CA,"Santa Monica-Malibu Unified, California, US",Board of Education,Board Member,Laurie Lieberman,N,0,,current term,government,,0952f897-7414-4ad3-af88-022de9e4971c
CA,"Santa Monica-Malibu Unified, California, US",Board of Education,Board Member,Maria Leon-Vazquez,N,0,,current term,government,,dc78ce32-d1d6-40f6-a200-dd8fb5a13f7d
CA,"Santa Monica-Malibu Unified, California, US",Board of Education,Board Member,Roy Rifkin,N,0,,current term,government,,fdc4de72-cd43-4ff8-b13e-28e1c419fe83
CA,"Saugus Union, California, US",Board of Trustees,Board Member,Doree Frome,N,0,,current term,government,,d6e8aae4-9dca-4594-9caf-03c374092d47
CA,"Saugus Union, California, US",Board of Trustees,Board Member,Gale Reyes,N,0,,current term,government,,c471d672-413b-42ef-862b-2acf76e8c000
CA,"Saugus Union, California, US",Board of Trustees,Board Member,Lance Christensen,N,0,,current term,government,,713aba1d-06cc-4631-97b5-de89302df717
CA,"Saugus Union, California, US",Board of Trustees,Board Member,Steve Summy,N,0,,current term,government,,b12d15ac-a768-4aca-a4d2-4377eabbab1b
CA,"Solano County, California, US",Countywide Elected Officials,Sheriff/Coroner,Brad DeWall,,0,,current term,government,,577eecda-5bcf-4793-b3d7-5c534c517fb1
CA,"Solano County, California, US",Countywide Elected Officials,Treasurer/Tax Collector/County Clerk,Charles A. Lomeli,,0,,current term,government,,e59e0ab1-ec08-48f4-9fb6-e7aebbfbc579
CA,"Solano County, California, US",Countywide Elected Officials,Assessor/Recorder,Glenn Zook,,0,,current term,government,,2cabfb5d-a31b-4829-95ae-e30f542fec0a
CA,"Solano County, California, US",Countywide Elected Officials,Auditor-Controller,Janine Harris,,0,,current term,government,,97918b92-2125-48ae-921e-d01ff98ae35f
CA,"Solano County, California, US",Countywide Elected Officials,District Attorney,Krishna A. Abrams,,0,,current term,government,,3378b398-1320-4f67-b57a-d4236d2ca42e
CA,"Sonoma County, California, US",Countywide Elected Officials,District Attorney,Carla Rodriguez,,0,,current term,government,,21ba67fd-6a5e-44e6-a7f1-9c5a8b4d4797
CA,"Sonoma County, California, US",Countywide Elected Officials,County Clerk-Recorder-Assessor,Deva Marie Proto,,0,,current term,government,,c9941cd8-abdc-4c8b-b618-8c6d6b9f5a38
CA,"Sonoma County, California, US",Countywide Elected Officials,Sheriff-Coroner,Eddie Engram,,0,,current term,government,,65e8086b-80d5-4317-a448-f28f37aee16f
CA,"Sonoma County, California, US",Countywide Elected Officials,Auditor-Controller-Treasurer-Tax Collector,Erick Roeser,,0,,current term,government,,cf21d448-357f-4656-8894-756a921ab618
CA,"South Pasadena Unified, California, US",Board of Education,Board Member,Don Galvan,N,0,,current term,government,,1d2080a9-c3a3-4ee5-9d4e-dab183b00a44
CA,"South Pasadena Unified, California, US",Board of Education,Board Member,Jennifer Kassan,N,0,,current term,government,,6514b3c1-7846-42bf-be84-d5c0077a2dcf
CA,"South Pasadena Unified, California, US",Board of Education,Board Member,Rosemary Cortez,N,0,,current term,government,,8c7c3d26-3d21-492a-86ae-db73cee53f09
CA,"South Pasadena Unified, California, US",Board of Education,Board Member,Rosemary Lim Youngblood,N,0,,current term,government,,fbd175e9-5edb-49d8-8d04-3b3b84c47b5f
CA,"South Pasadena Unified, California, US",Board of Education,Board Member,Ying Chen,N,0,,current term,government,,d7b1c97d-fc07-456a-8de8-b31d8a9eb517
CA,"South Whittier Elementary, California, US",Board of Trustees,Board Member,Gloria Ornelas,N,0,,current term,government,,aa99212b-41fc-484a-a7cd-20b65c1ed751
CA,"South Whittier Elementary, California, US",Board of Trustees,Board Member,Monica Hernandez,N,0,,current term,government,,0ae3edf9-e0ce-43b2-8950-3ec5de00e43e
CA,"South Whittier Elementary, California, US",Board of Trustees,Board Member,Norma Lopez,N,0,,current term,government,,5622c1c2-3ba1-4695-a691-7c564af304d0
CA,"South Whittier Elementary, California, US",Board of Trustees,Board Member,Raymond Cazarez,N,0,,current term,government,,9c4191fc-8460-43ca-9a18-29c4251abba9
CA,"South Whittier Elementary, California, US",Board of Trustees,Board Member,Santos Garcia,N,0,,current term,government,,b7e2ec3f-d1e8-44c9-94d6-7d89c5daaf54
CA,"Stanislaus County, California, US",Countywide Elected Officials,Assessor,Don H. Gaekle,,0,,current term,government,,49f40a86-612a-4b0c-bdbd-d3d540668c0e
CA,"Stanislaus County, California, US",Countywide Elected Officials,County Clerk-Recorder,Donna Linder,,0,,current term,government,,159639ef-bab3-4b6e-bf68-e581b7aee0e8
CA,"Stanislaus County, California, US",Countywide Elected Officials,Treasurer-Tax Collector,Donna Riley,,0,,current term,government,,dec16dc8-f0a9-467e-8855-04f92e55716f
CA,"Stanislaus County, California, US",Countywide Elected Officials,Sheriff-Coroner,Jeff Dirkse,,0,,current term,government,,bef255a9-55a1-4bea-ab11-0295a8c14feb
CA,"Stanislaus County, California, US",Countywide Elected Officials,District Attorney,Jeff Laugero,,0,,current term,government,,326c2caa-44d4-4b7a-b51d-309a44e4af07
CA,"Stanislaus County, California, US",Countywide Elected Officials,Auditor-Controller,Mandip Dhillon,,0,,current term,government,,93fae2f4-c089-4776-bfbe-a161c4e464b0
CA,"Sulphur Springs Union, California, US",Board of Trustees,Board Member,Danielle Zefferino,N,0,explored,current term,government,,c5a9c6f7-c0f1-477f-b078-23bf17e54709
CA,"Sulphur Springs Union, California, US",Board of Trustees,Board Member,Judy Fearing,N,0,,current term,government,,265f1d35-3b92-48b3-b68d-fc34b0681f96
CA,"Sulphur Springs Union, California, US",Board of Trustees,Board Member,Marty Steckel,N,0,,current term,government,,d46e969c-5a86-4a9f-aa58-6bbc633a2d92
CA,"Sulphur Springs Union, California, US",Board of Trustees,Board Member,Mary Chadwick,N,0,,current term,government,,1d5c3afc-9614-4090-b083-3458f334a9be
CA,"Sulphur Springs Union, California, US",Board of Trustees,Board Member,Melissa Linton,N,0,,current term,government,,38066707-6a62-40b8-a749-a94823c58326
CA,"Temple City Unified, California, US",Board of Education,Board Member,James Chang,N,0,,current term,government,,a22830b9-27ab-44b5-900d-ece20863a822
CA,"Temple City Unified, California, US",Board of Education,Board Member,Kenneth Knollenberg,N,0,,current term,government,,98043faa-6ece-4c24-888f-5d556c04ef98
CA,"Temple City Unified, California, US",Board of Education,Board Member,Kevin Pan,N,0,,current term,government,,412056da-037b-4e87-9c5f-bd4fec768d39
CA,"Temple City Unified, California, US",Board of Education,Board Member,Lena Lee Liu,N,0,,current term,government,,09f4a078-f1fa-4cfb-b8fe-6b90200105d2
CA,"Torrance Unified, California, US",Board of Education,Board Member,Don Lee,N,0,,current term,government,,22dfaff5-6d3d-4bba-abc3-6c7500e42ded
CA,"Torrance Unified, California, US",Board of Education,Board Member,George Fuller,N,0,,current term,government,,544aa910-95a2-4443-99e5-6a3b350940ae
CA,"Torrance Unified, California, US",Board of Education,Board Member,Michael Rock,N,0,,current term,government,,08f76054-5a5d-4543-88de-569ffb4d5b96
CA,"Torrance Unified, California, US",Board of Education,Board Member,Terry Ragins,N,0,,current term,government,,9e7f9ff8-24d7-4ab3-b09b-c9adf823a602
CA,"Torrance Unified, California, US",Board of Education,Board Member,Tim Goodrich,N,0,,current term,government,,f3f377a7-5eef-4c16-9df5-6828ac4eeb4e
CA,"Tulare County, California, US",Countywide Elected Officials,Auditor-Controller/Treasurer-Tax Collector,Cass Cook,,0,,current term,government,,9c969eb9-d231-4e69-b75c-c4398fe0f5c5
CA,"Tulare County, California, US",Countywide Elected Officials,Sheriff-Coroner,Mike Boudreaux,,0,,current term,government,,e681bb38-218a-4eaf-a41a-3c3ee13866ba
CA,"Tulare County, California, US",Countywide Elected Officials,Assessor/Clerk-Recorder,Tara K. Freitas,,0,,current term,government,,5b553daf-ec12-4861-9e70-e4c5213291e6
CA,"Tulare County, California, US",Countywide Elected Officials,District Attorney,Tim Ward,,0,,current term,government,,61a5197f-f013-4320-bd5c-76eb800cdf17
CA,"Valle Lindo Elementary, California, US",Board of Trustees,Board Member,Adela Martinez,N,0,searched:no_results,current term,government,,6b5b7342-cb31-4e47-9367-97cc363acd1f
CA,"Valle Lindo Elementary, California, US",Board of Trustees,Board Member,Guillermo Gutierrez,N,0,,current term,government,,f1a78f8e-85b9-459c-91b1-0091dc6cfb27
CA,"Valle Lindo Elementary, California, US",Board of Trustees,Board Member,Jose Rios,N,0,,current term,government,,b1078a3e-d578-49a4-a3b9-88e7fc97df2d
CA,"Valle Lindo Elementary, California, US",Board of Trustees,Board Member,Margarita Lopez,N,0,,current term,government,,0e216216-3902-4217-944e-01defde50d1b
CA,"Valle Lindo Elementary, California, US",Board of Trustees,Board Member,Monica Torres,N,0,,current term,government,,84bd92c2-dd7a-470a-a6d1-d4b6f4808842
CA,"Ventura County, California, US",Countywide Elected Officials,District Attorney,Erik Nasarenko,,0,,current term,government,,a83f21a4-9ff6-420f-b6ef-16a5422e1397
CA,"Ventura County, California, US",Countywide Elected Officials,Sheriff,James Fryhoff,,0,,current term,government,,79a73ef5-9198-4b79-a0da-45215b4b487f
CA,"Ventura County, California, US",Countywide Elected Officials,Auditor-Controller,Jeffery S. Burgh,,0,,current term,government,,64b286cd-0c7a-4095-93be-408600588a65
CA,"Ventura County, California, US",Countywide Elected Officials,Assessor,Keith Taylor,,0,,current term,government,,fab3e90b-5e94-4f03-8bb8-dea18b9d3239
CA,"Ventura County, California, US",Countywide Elected Officials,"Clerk-Recorder, Registrar of Voters",Michelle Ascencion,,0,,current term,government,,db0836e8-1b40-403c-b25f-cc1d2ce6b817
CA,"Ventura County, California, US",Countywide Elected Officials,Treasurer-Tax Collector,Sue Horgan,,0,,current term,government,,beb653c6-224d-4f7a-9e0a-252a9ec33a2e
CA,"Walnut Valley Unified, California, US",Board of Education,Board Member,Cindy Ruelas,N,0,explored,current term,government,,509fe7b3-e444-4b85-9ffe-850d2adf7809
CA,"Walnut Valley Unified, California, US",Board of Education,Board Member,John Castellano,N,0,,current term,government,,a077e0db-3534-46b9-aee9-40eafb0d019a
CA,"Walnut Valley Unified, California, US",Board of Education,Board Member,Nathan Donato,N,0,,current term,government,,23e22371-fd7f-470d-9d2e-4bb9151bceb1
CA,"Walnut Valley Unified, California, US",Board of Education,Board Member,Noy Palacios,N,0,,current term,government,,1d6cb616-1d88-4010-9d91-2f13f625c58f
CA,"Walnut Valley Unified, California, US",Board of Education,Board Member,Wenling Chin,N,0,,current term,government,,4a11c484-260d-4f62-a7d3-2011cd163f70
CA,"West Covina Unified, California, US",Board of Education,Board Member,Ben Kay,N,0,searched:no_results,current term,government,,a08c5e26-feee-4bbf-a60a-5de90eda74b5
