politician_id,full_name,party,stance_count,office_title,district_type,state,tier,evidence,notes
d54b9791-0668-4397-b488-160d06f7c420,Hannah E. Kane,Republican,9,Representative; 11th Worcester District,STATE_LOWER,ma,1,plausible,
615e9ced-2773-4092-ad3b-610e90ed237c,Henry Mantel,Unknown,9,,,,3,no_evidence,no office record
3ea88aee-8bc7-4ddf-b897-5aa8111fadc8,Homar Gómez,Democratic,9,Representative; 2nd Hampshire District,STATE_LOWER,ma,1,plausible,
037ad94f-d379-4f9c-baf1-a75742a46eac,James Graham,Unknown,9,U.S. Representative,,,3,no_evidence,no office record
df2b0dba-63d7-4f18-b713-7cc0594ec61d,Janie Lopez,Republican,9,Representative,STATE_LOWER,TX,2,partial,
c539c9fa-a531-456f-9125-8d30f1fcedfe,Jeffrey R. Turco,Democratic,9,Representative; 19th Suffolk District,STATE_LOWER,ma,1,plausible,
6b16270a-c6c7-46be-9b9c-7def323dc4ef,Jeffrey S. Gray,Unknown,9,County Attorney,COUNTY,ut,3,no_evidence,local official in low-evidence jurisdiction
b959d608-5674-467e-a1c8-3572c76a729b,Juan Carrillo,Democratic,9,Assembly Member,STATE_LOWER,CA,1,plausible,
a703adb5-1086-471b-ba8b-2dbeddd8102b,Kayse Jama,Democratic,9,Senator,STATE_UPPER,or,2,partial,
80ed3ab4-f7f6-4738-a9b7-49e6f52ad61e,Khanh Pham,Democratic,9,Senator,STATE_UPPER,or,2,partial,
5e24851a-2f6f-4c2a-ba41-20b5c1dca1d0,Kristen Ishihara,Unknown,9,Mayor,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
9519acd5-1df8-48af-a6fb-0d40ed02c94d,Laurie Stringham,Unknown,9,Council At-Large Seat A,COUNTY,ut,3,no_evidence,local official in low-evidence jurisdiction
e6682850-601f-4017-b4e7-d9cd4be47aea,Loretta Smith,Unknown,9,City Councilor (District 1),LOCAL,or,3,no_evidence,local official in low-evidence jurisdiction
6af34442-997a-4b8d-8c19-3ae65519fa38,Lulu Flores,Democratic,9,Representative,STATE_LOWER,TX,2,partial,
ea85dfe3-1092-468e-a799-cb8054c135db,Malia M. Cohen,Democratic,9,Controller,STATE_EXEC,CA,1,plausible,
6121f45c-3508-43a7-a36e-871901303d73,Mano DeAyala,Republican,9,Representative,STATE_LOWER,TX,2,partial,
aa35ed62-a5a7-47fd-99d3-0ceb3336e405,Manohar Raju,Unknown,9,Public Defender,LOCAL_EXEC,CA,2,partial,
13eea214-867a-4a66-ae1a-c0f9916ac833,Maria Lou Calanche,Unknown,9,,,,3,no_evidence,no office record
36db8c55-4b20-408c-bd99-b8488d0ef344,Mark Gamba,Democratic,9,Representative,STATE_LOWER,or,2,partial,
619ad301-d993-40b3-94fe-0eb956932dae,Mary Gonzalez,Democratic,9,Representative,STATE_LOWER,TX,2,partial,
c0019789-2464-47bf-81a5-73fc2867a6c7,Matt Morgan,Republican,9,Representative,STATE_LOWER,TX,2,partial,
f865995d-ad3a-4d2d-827f-ed8a1a67af18,Michael J. Rodrigues,Democratic,9,Senator; First Bristol and Plymouth District,STATE_UPPER,ma,1,plausible,
abf34eb9-8b81-4c9f-8db6-25ba036419c9,Michelle Kaufusi,Unknown,9,Utah County Commissioner,,,3,no_evidence,no office record
14694bb4-489f-4223-9961-d899b51146a7,Nate Schatzline,Republican,9,Representative,STATE_LOWER,TX,2,partial,
e31e6ebf-91ea-478f-b4dc-6974888bdffa,Nick Schultz,Democratic,9,Assembly Member,STATE_LOWER,CA,1,plausible,
fd716f6e-aa75-4829-ae39-43e31516b3a5,Philip Cortez,Democratic,9,Representative,STATE_LOWER,TX,2,partial,
c5c49832-aa2d-477e-b44e-d6059a98d426,Rob Nosse,Democratic,9,Representative,STATE_LOWER,or,2,partial,
8bfb459b-9823-4b0d-81f4-49cb97831a80,Robert Garcia,Democratic,9,Board of Equalization Member,STATE_EXEC,CA,1,plausible,
2f16bdad-8486-48c7-94f2-cbe7ea6853c9,Ron Reynolds,Democratic,9,Representative,STATE_LOWER,TX,2,partial,
83e3f56b-7db0-46b0-9a35-650867bcb48d,Sarah Young,Unknown,9,Council Ward 7,LOCAL,UT,3,no_evidence,local official in low-evidence jurisdiction
63d60b50-2395-4cde-8999-97a9166d3563,Silvia Catten,Unknown,9,,,,3,no_evidence,no office record
c9e19031-259e-4133-b5d9-96cf1a5f31ff,Steve Novick,Unknown,9,City Councilor (District 3),LOCAL,or,3,no_evidence,local official in low-evidence jurisdiction
8dfb3b1f-622d-434d-9106-9eeb75bc9a66,Steven "Steve" Choi,Republican,9,Senator,STATE_UPPER,CA,1,plausible,
051b4e9a-6966-45b3-9b65-e23ad4672364,Tawna D. Sanchez,Democratic,9,Representative,STATE_LOWER,or,2,partial,
fecd31b9-fc2e-4d90-80f2-15ac89fb0eff,Teresa Keng,Unknown,9,Council Member,LOCAL,CA,2,partial,
4632aaf1-6667-4e41-9763-c8b56ca7e702,Timothy Gaspar,Unknown,9,,,,3,no_evidence,no office record
0fa047d2-ffd4-4a87-b59a-ebf5946ac9af,Tish Hyman,Unknown,9,,,,3,no_evidence,no office record
7fa1fd18-c121-49e1-912a-67889f574f13,Victoria Petro,Unknown,9,Council Ward 1,LOCAL,UT,3,no_evidence,local official in low-evidence jurisdiction
7db82a3d-5aa2-4150-996e-b170b50b47fe,Yang Shao,Unknown,9,Council Member,LOCAL,CA,2,partial,
