class,proposed_action,name,district,agent_class,confidence,years,evidence_url,evidence_quote,searched,note,id
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Joe Renteria,Lancaster School District,NO_EVIDENCE,medium,,,,"(1) current Meet-the-Board page lancsd.org: absent; (2) Wayback lancsd.org/domain/69 2016-07, 2020-04, 2023-03, 2024-03, 2025-01: absent (older Edlio board page 2011-2013 not archived); (3) RR/CC Lancaster SD lists 2017-2026 and county-wide school JSON: no match (only ALMA-DELIA/MARIELA RENTERIA of Lynwood USD, unrelated); AV Press quoted-name search: 0 hits; Google News RSS: 0 relevant hits; Ballotpedia Lancaster SD elections page (2015-2026): absent; WebSearch combined query: nothing. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,aa1cf148-3ad0-4295-924c-11ac69157685
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Kelly Talbert,Lancaster School District,NO_EVIDENCE,medium,,,,"(1) current Meet-the-Board page lancsd.org: absent; (2) Wayback lancsd.org/domain/69 2016-07, 2020-04, 2023-03, 2024-03, 2025-01: absent (older Edlio board page 2011-2013 not archived); (3) RR/CC Lancaster SD lists 2017-2026 and county-wide school JSON: no match (only ALMA-DELIA/MARIELA RENTERIA of Lynwood USD, unrelated); AV Press quoted-name search: 0 hits; Google News RSS: 0 relevant hits; Ballotpedia Lancaster SD elections page (2015-2026): absent; WebSearch combined query: nothing. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,589045c8-eb1e-44bc-b4f5-d4169b6892c0
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Laquita Moore,Lancaster School District,NO_EVIDENCE,medium,,,,"(1) current Meet-the-Board page lancsd.org: absent; (2) Wayback lancsd.org/domain/69 2016-07, 2020-04, 2023-03, 2024-03, 2025-01: absent (older Edlio board page 2011-2013 not archived); (3) RR/CC Lancaster SD lists 2017-2026 and county-wide school JSON: no match (only ALMA-DELIA/MARIELA RENTERIA of Lynwood USD, unrelated); AV Press quoted-name search: 0 hits; Google News RSS: 0 relevant hits; Ballotpedia Lancaster SD elections page (2015-2026): absent; WebSearch combined query: nothing. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,1302f537-1f51-4252-8567-12098983781b
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Renee Garrison,Lancaster School District,NO_EVIDENCE,medium,,,,"(1) current Meet-the-Board page lancsd.org: absent; (2) Wayback lancsd.org/domain/69 2016-07, 2020-04, 2023-03, 2024-03, 2025-01: absent (older Edlio board page 2011-2013 not archived); (3) RR/CC Lancaster SD lists 2017-2026 and county-wide school JSON: no match (only ALMA-DELIA/MARIELA RENTERIA of Lynwood USD, unrelated); AV Press quoted-name search: 0 hits; Google News RSS: 0 relevant hits; Ballotpedia Lancaster SD elections page (2015-2026): absent; WebSearch combined query: nothing. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,c3b5ba4c-92f1-4388-89d8-6d4ed9a1e944
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Diana Hernandez,Lawndale Elementary School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2016/2019/2020/2021 with 'Trustee since' years (see roster_history); RR/CC lists 2017-2026 (name absent); bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Board was unchanged from 2009 to 2019 (Coronado since 1985, Phillips since 1990, Rudolph since 1991/92, Bennett since 2003, Burris since 2009); only 2 seats turned over 1992-2009, so this name could only fit a pre-2009 seat.",76e70bf9-f53e-4fcc-95c5-e0e268b318c1
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Paula Maybury,Lawndale Elementary School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2016/2019/2020/2021 with 'Trustee since' years (see roster_history); RR/CC lists 2017-2026 (name absent); bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Board was unchanged from 2009 to 2019 (Coronado since 1985, Phillips since 1990, Rudolph since 1991/92, Bennett since 2003, Burris since 2009); only 2 seats turned over 1992-2009, so this name could only fit a pre-2009 seat.",f0fbf466-3a1e-4a8d-be0f-d22fffbce140
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Randolph Love,Lawndale Elementary School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2016/2019/2020/2021 with 'Trustee since' years (see roster_history); RR/CC lists 2017-2026 (name absent); bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Board was unchanged from 2009 to 2019 (Coronado since 1985, Phillips since 1990, Rudolph since 1991/92, Bennett since 2003, Burris since 2009); only 2 seats turned over 1992-2009, so this name could only fit a pre-2009 seat.",6be2af76-7c14-4a06-a207-736df411221d
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Robert Pulley,Lawndale Elementary School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2016/2019/2020/2021 with 'Trustee since' years (see roster_history); RR/CC lists 2017-2026 (name absent); bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Board was unchanged from 2009 to 2019 (Coronado since 1985, Phillips since 1990, Rudolph since 1991/92, Bennett since 2003, Burris since 2009); only 2 seats turned over 1992-2009, so this name could only fit a pre-2009 seat. (Do not confuse with Lawndale city official Robert Pullen-Miles; no link found.)",716a22b3-5726-4147-92f1-5e6c44c84d81
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Robert Sherrill,Lawndale Elementary School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2016/2019/2020/2021 with 'Trustee since' years (see roster_history); RR/CC lists 2017-2026 (name absent); bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Board was unchanged from 2009 to 2019 (Coronado since 1985, Phillips since 1990, Rudolph since 1991/92, Bennett since 2003, Burris since 2009); only 2 seats turned over 1992-2009, so this name could only fit a pre-2009 seat.",9d32e71f-4a9b-4adc-9b9f-15679e4841aa
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Alberto Guerrero,Lennox School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2020/2021/2022/2023/2024/2025/2026 (pre-2019 Lennox board page was image-only); RR/CC lists 2017-2026 (name absent); Lennox staff pages (absent); Ballotpedia Lennox page; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names",,c123ba35-f671-4e76-82bd-f90ae5aabfa0
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Ana Paula Cruz,Lennox School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2020/2021/2022/2023/2024/2025/2026 (pre-2019 Lennox board page was image-only); RR/CC lists 2017-2026 (name absent); Lennox staff pages (absent); Ballotpedia Lennox page; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names",The real Cruz on the board is Marisol Cruz.,5d970ad1-ab54-4927-843d-de7c92539b8e
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Carlos Cuevas,Lennox School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2020/2021/2022/2023/2024/2025/2026 (pre-2019 Lennox board page was image-only); RR/CC lists 2017-2026 (name absent); Lennox staff pages (absent); Ballotpedia Lennox page; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names",,7a441141-a7bc-430f-8a0a-a87773a49368
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Guadalupe Guzmán-Guerrero,Lennox School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2020/2021/2022/2023/2024/2025/2026 (pre-2019 Lennox board page was image-only); RR/CC lists 2017-2026 (name absent); Lennox staff pages (absent); Ballotpedia Lennox page; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names",,be22dba0-3dcd-49ad-92e5-a0c4326f0f4a
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Yahaira Rodriguez,Lennox School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2020/2021/2022/2023/2024/2025/2026 (pre-2019 Lennox board page was image-only); RR/CC lists 2017-2026 (name absent); Lennox staff pages (absent); Ballotpedia Lennox page; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names",Not on any roster 2020-2026 or RR/CC candidate list 2018-2026 (the only Rodriguez is Karen Rodriguez-Garcia).,acef6548-15ea-42fd-b9a4-7fb772929634
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Claudia Hernandez,Little Lake City School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Little Lake rosters 2007 (WDN), 2012, 2015, 2017, 2019, 2021, 2023, 2024, 2025 (Wayback) and Apr 2026 (WDN): name absent every year; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.",Not on any Little Lake roster 2007-2026. Looks like a made-up seed name.,a1643116-8ce4-495a-bcf0-2a967e17230f
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Elias Gonzalez,Little Lake City School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Little Lake rosters 2007 (WDN), 2012, 2015, 2017, 2019, 2021, 2023, 2024, 2025 (Wayback) and Apr 2026 (WDN): name absent every year; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.",Not on any Little Lake roster 2007-2026. Looks like a made-up seed name.,65ad8e41-d69f-4c8d-a612-7083afe8cf5f
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Joe Zertuche,Little Lake City School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Little Lake rosters 2007 (WDN), 2012, 2015, 2017, 2019, 2021, 2023, 2024, 2025 (Wayback) and Apr 2026 (WDN): name absent every year; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.",Not on any Little Lake roster 2007-2026. Looks like a made-up seed name.,3e899452-b609-4aee-97ca-e5544a76c708
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Tony Oseguera,Little Lake City School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Little Lake rosters 2007 (WDN), 2012, 2015, 2017, 2019, 2021, 2023, 2024, 2025 (Wayback) and Apr 2026 (WDN): name absent every year; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.",Not on any Little Lake roster 2007-2026. Looks like a made-up seed name.,836583ca-b6cd-4871-a341-cb8fa5ecf64b
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Irma Herrera,Los Nietos School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Los Nietos rosters 2000, 2002, 2006, 2008, 2019 (Wayback), 2007 (WDN), 2026 (live); Wayback has no board-page capture 2009-2018 (gap), but RR/CC 2018-2026 lists cover the 2018+ period: name absent everywhere; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Los Nietos roster found (2000-2008, 2018-2026). Looks like a made-up seed name. Gap 2009-2017 not directly checked.",d44a17ee-02e2-42e2-89ae-9da222037dd1
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Maria Carmona,Los Nietos School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Los Nietos rosters 2000, 2002, 2006, 2008, 2019 (Wayback), 2007 (WDN), 2026 (live); Wayback has no board-page capture 2009-2018 (gap), but RR/CC 2018-2026 lists cover the 2018+ period: name absent everywhere; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Los Nietos roster found (2000-2008, 2018-2026). Looks like a made-up seed name. Gap 2009-2017 not directly checked.",3d8bb339-b2d0-471d-a169-62713d1eb8a6
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Saul Zavala,Los Nietos School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Los Nietos rosters 2000, 2002, 2006, 2008, 2019 (Wayback), 2007 (WDN), 2026 (live); Wayback has no board-page capture 2009-2018 (gap), but RR/CC 2018-2026 lists cover the 2018+ period: name absent everywhere; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Los Nietos roster found (2000-2008, 2018-2026). Looks like a made-up seed name. Gap 2009-2017 not directly checked.",61082cd9-f3ad-4179-ab00-2535a6b5f64a
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Stacy Harris,Los Nietos School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Los Nietos rosters 2000, 2002, 2006, 2008, 2019 (Wayback), 2007 (WDN), 2026 (live); Wayback has no board-page capture 2009-2018 (gap), but RR/CC 2018-2026 lists cover the 2018+ period: name absent everywhere; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Los Nietos roster found (2000-2008, 2018-2026). Looks like a made-up seed name. Gap 2009-2017 not directly checked.",f6a42150-82ed-4416-a3c6-fd8331324889
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Tonia Moats-Mendez,Los Nietos School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Los Nietos rosters 2000, 2002, 2006, 2008, 2019 (Wayback), 2007 (WDN), 2026 (live); Wayback has no board-page capture 2009-2018 (gap), but RR/CC 2018-2026 lists cover the 2018+ period: name absent everywhere; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Los Nietos roster found (2000-2008, 2018-2026). Looks like a made-up seed name. Gap 2009-2017 not directly checked.",0e7799b3-1ecd-4252-808a-10691f3cb5e3
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,David Aguirre,Mountain View School District,NO_EVIDENCE,high,,,,"(1) current page https://www.mtviewschools.com/boardmembers; (2) Wayback board pages 2007, 2010, 2012 (board/board_members.jsp), 2016, 2017, 2019, 2021, 2023, 2024 (board_of_education/board_members); (3) full-text grep of 545 BoardDocs minutes (https://go.boarddocs.com/ca/mtview/Board.nsf/Public; text present 2015-2025); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used",No hit.,91b3fdfd-9908-495e-86c6-e2d523982e15
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Karla Ruiz,Mountain View School District,NO_EVIDENCE,high,,,,"(1) current page https://www.mtviewschools.com/boardmembers; (2) Wayback board pages 2007, 2010, 2012 (board/board_members.jsp), 2016, 2017, 2019, 2021, 2023, 2024 (board_of_education/board_members); (3) full-text grep of 545 BoardDocs minutes (https://go.boarddocs.com/ca/mtview/Board.nsf/Public; text present 2015-2025); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used",No hit.,97ce03cc-d559-40b0-ad60-e088b6628411
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Maria Beasley,Mountain View School District,NO_EVIDENCE,high,,,,"(1) current page https://www.mtviewschools.com/boardmembers; (2) Wayback board pages 2007, 2010, 2012 (board/board_members.jsp), 2016, 2017, 2019, 2021, 2023, 2024 (board_of_education/board_members); (3) full-text grep of 545 BoardDocs minutes (https://go.boarddocs.com/ca/mtview/Board.nsf/Public; text present 2015-2025); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used",No hit.,851b6001-b75d-4c50-82af-a7b9b816bb04
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Rosario Guzman,Mountain View School District,NO_EVIDENCE,high,,,,"(1) current page https://www.mtviewschools.com/boardmembers; (2) Wayback board pages 2007, 2010, 2012 (board/board_members.jsp), 2016, 2017, 2019, 2021, 2023, 2024 (board_of_education/board_members); (3) full-text grep of 545 BoardDocs minutes (https://go.boarddocs.com/ca/mtview/Board.nsf/Public; text present 2015-2025); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used",No hit.,093326fa-cf2e-4c6c-9522-66f7381b9e49
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Steve Pena,Mountain View School District,NO_EVIDENCE,high,,,,"(1) current page https://www.mtviewschools.com/boardmembers; (2) Wayback board pages 2007, 2010, 2012 (board/board_members.jsp), 2016, 2017, 2019, 2021, 2023, 2024 (board_of_education/board_members); (3) full-text grep of 545 BoardDocs minutes (https://go.boarddocs.com/ca/mtview/Board.nsf/Public; text present 2015-2025); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used",No hit. (A 'Steve Macias' lost the 2024 race - different surname.),ddc4b4df-7744-4ce2-8620-db2faeea86f2
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Deb Hartwell,Newhall School District,NO_EVIDENCE,medium,,,,"(1) current board page https://www.newhallschooldistrict.com/governing-board-members (live); (2) district's own minutes archive 2016-2026 (284 PDFs); roll calls read for Jan 2016, Dec 2017, Dec 2018, Dec 2020, Dec 2022, Dec 2024, Aug 2026 (used instead of Wayback because minutes are a denser, primary record); superintendent/cabinet pages; (3) one combined WebSearch incl. Zappone/Sherring (no relevant results). General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).",Absent from every Newhall roll call 2016-2026 and RR/CC 2017-2026.,4e1915ca-20d8-49e0-aa5d-af15a5e85f44
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Janet Zappone,Newhall School District,NO_EVIDENCE,medium,,,,"(1) current board page https://www.newhallschooldistrict.com/governing-board-members (live); (2) district's own minutes archive 2016-2026 (284 PDFs); roll calls read for Jan 2016, Dec 2017, Dec 2018, Dec 2020, Dec 2022, Dec 2024, Aug 2026 (used instead of Wayback because minutes are a denser, primary record); superintendent/cabinet pages; (3) one combined WebSearch incl. Zappone/Sherring (no relevant results). General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).",Absent from every Newhall roll call 2016-2026 and RR/CC 2017-2026.,7cdc98c6-a511-487d-a641-1c2b1aeee8ba
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Jeff Hearn,Newhall School District,NO_EVIDENCE,medium,,,,"(1) current board page https://www.newhallschooldistrict.com/governing-board-members (live); (2) district's own minutes archive 2016-2026 (284 PDFs); roll calls read for Jan 2016, Dec 2017, Dec 2018, Dec 2020, Dec 2022, Dec 2024, Aug 2026 (used instead of Wayback because minutes are a denser, primary record); superintendent/cabinet pages; (3) one combined WebSearch incl. Zappone/Sherring (no relevant results). General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).",Absent from every Newhall roll call 2016-2026 and RR/CC 2017-2026.,6c9abc89-f26c-4ead-a98c-abcc2abe5c50
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Lindsey Cardenas,Newhall School District,NO_EVIDENCE,medium,,,,"(1) current board page https://www.newhallschooldistrict.com/governing-board-members (live); (2) district's own minutes archive 2016-2026 (284 PDFs); roll calls read for Jan 2016, Dec 2017, Dec 2018, Dec 2020, Dec 2022, Dec 2024, Aug 2026 (used instead of Wayback because minutes are a denser, primary record); superintendent/cabinet pages; (3) one combined WebSearch incl. Zappone/Sherring (no relevant results). General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).",Absent from every Newhall roll call 2016-2026 and RR/CC 2017-2026.,59874680-6d08-41e5-a87f-9f946ec98b35
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Ryan Sherring,Newhall School District,NO_EVIDENCE,medium,,,,"(1) current board page https://www.newhallschooldistrict.com/governing-board-members (live); (2) district's own minutes archive 2016-2026 (284 PDFs); roll calls read for Jan 2016, Dec 2017, Dec 2018, Dec 2020, Dec 2022, Dec 2024, Aug 2026 (used instead of Wayback because minutes are a denser, primary record); superintendent/cabinet pages; (3) one combined WebSearch incl. Zappone/Sherring (no relevant results). General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).",Absent from every Newhall roll call 2016-2026 and RR/CC 2017-2026.,c909d75a-7da3-4679-b360-b68d3d2c38f9
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Angela Portillo,Palmdale School District,NO_EVIDENCE,high,,,,"(1) current board page palmdalesd.org (uREC_ID=4322297 pREC_ID=2531617): absent; (2) Wayback palmdalesd.org/domain/43 2016-08, 2018-11, 2021-01, 2023-01, 2024-05: absent; (3) RR/CC Palmdale SD lists 2017-2026 and county-wide school JSON: no match; AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Palmdale SD elections page (2013-2026): absent; WebSearch combined query: nothing. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",RR/CC county JSON has only JENNIFER PORTILLO (Whittier UHSD) - unrelated.,2376dcb8-0374-49de-b041-88035ed3c9f4
