class,proposed_action,name,district,term_state,term_end,is_incumbent,party,agent_class,confidence,years,evidence_url,evidence_quote,roster_span,roster_complete,note,id
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Susan Herbers,downey unified,CLOSED,2024-12-15,f,Nonpartisan,NO_EVIDENCE,high,,https://web.archive.org/web/20120827/http://www.dusd.net/board.asp,Corrin Gutierrez LaPlante Morris Samperi Sodetani Swenson (click on the photos above for more information),"2012-2026 (district pages 2012, 2013, 2016, 2019 + RR/CC 2017-2026); also 2002 snapshot",True,"Only people-search listings and an unrelated IT administrator in Wisconsin. Seven seats. 2002: Donald LaPlante, Cheryl Andresen, Betty Ferraro, Margo Hoffer, D. Mark Morris, Barbara Samperi, William Gutierrez. 2012-2016: Tod Corrin, Gutierrez, LaPlante, Morris, Samperi, Martha Sodetani, Nancy Swenso",699196f9-b15d-43e5-acd8-befdd2948793
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Anna Muñiz,duarte unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20040409083715/http://www.duarte.k12.ca.us:80/pages/district/board/district_board.html,"Frank Figueroa, President - Kenneth Bell , Vice President - Rose Brooks - Reyna Diaz - Pam Kawasaki","Full seat roster Dec 2003-Dec 2015 (2004 board page and Jan 2008 board bio pages list all 5; winners 2003, 2005 uncontested, 2007, 2011, 2013 seen; 2009 winners Bell/Diaz inferred from 2013 incumbency); candidate lists 2001-2026 (RR/CC 2018-2026)",True,"Absent from every Duarte USD roster and candidate list found. Board 2004-2008: Figueroa, Bell, Brooks(-Mitchell), Diaz, Kawasaki; then Reyes (2011); later members include Escarcega Carroll, Murray, Finlay, Howard, Jasso, Parker Reyes. After 2015 only election lists were checked, so a short appointme",8766ef1c-343a-49d6-aa6c-339a863d704b
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Denise Jaquez,duarte unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20040409083715/http://www.duarte.k12.ca.us:80/pages/district/board/district_board.html,"Frank Figueroa, President - Kenneth Bell , Vice President - Rose Brooks - Reyna Diaz - Pam Kawasaki","Full seat roster Dec 2003-Dec 2015 (2004 board page and Jan 2008 board bio pages list all 5; winners 2003, 2005 uncontested, 2007, 2011, 2013 seen; 2009 winners Bell/Diaz inferred from 2013 incumbency); candidate lists 2001-2026 (RR/CC 2018-2026)",True,"Absent from every Duarte USD roster and candidate list found. Board 2004-2008: Figueroa, Bell, Brooks(-Mitchell), Diaz, Kawasaki; then Reyes (2011); later members include Escarcega Carroll, Murray, Finlay, Howard, Jasso, Parker Reyes. After 2015 only election lists were checked, so a short appointme",d672334c-0b65-446f-be5e-0594889a71d2
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Randy Gonzales,duarte unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20040409083715/http://www.duarte.k12.ca.us:80/pages/district/board/district_board.html,"Frank Figueroa, President - Kenneth Bell , Vice President - Rose Brooks - Reyna Diaz - Pam Kawasaki","Full seat roster Dec 2003-Dec 2015 (2004 board page and Jan 2008 board bio pages list all 5; winners 2003, 2005 uncontested, 2007, 2011, 2013 seen; 2009 winners Bell/Diaz inferred from 2013 incumbency); candidate lists 2001-2026 (RR/CC 2018-2026)",True,"Absent from every Duarte USD roster and candidate list found. Board 2004-2008: Figueroa, Bell, Brooks(-Mitchell), Diaz, Kawasaki; then Reyes (2011); later members include Escarcega Carroll, Murray, Finlay, Howard, Jasso, Parker Reyes. After 2015 only election lists were checked, so a short appointme",90db015f-be68-40ea-843c-fc6a42af07d7
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Valerie Navarro,duarte unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20040409083715/http://www.duarte.k12.ca.us:80/pages/district/board/district_board.html,"Frank Figueroa, President - Kenneth Bell , Vice President - Rose Brooks - Reyna Diaz - Pam Kawasaki","Full seat roster Dec 2003-Dec 2015 (2004 board page and Jan 2008 board bio pages list all 5; winners 2003, 2005 uncontested, 2007, 2011, 2013 seen; 2009 winners Bell/Diaz inferred from 2013 incumbency); candidate lists 2001-2026 (RR/CC 2018-2026)",True,"Absent from every Duarte USD roster and candidate list found. Board 2004-2008: Figueroa, Bell, Brooks(-Mitchell), Diaz, Kawasaki; then Reyes (2011); later members include Escarcega Carroll, Murray, Finlay, Howard, Jasso, Parker Reyes. After 2015 only election lists were checked, so a short appointme",52897998-3e0d-412c-b9d9-fe6360b6dad5
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Diego Cardenas,el rancho unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20170808132702/http://www.erusd.org/ourpages/board_meetings/182013/12-12-13%20Minutes.pdf,"Delia Alvidrez, President Rachel Canchola, Clerk Alfred Renteria, Jr., Member Jose Lara, Member Dr. Aurora R. Villon, Member","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",False,"Common name; no source ties it to ERUSD. ERUSD staff directory hit was a different Cardenas (counselor). Roster found: 2000 Lupe Salas, Frank P. Boyce, Cecilia M. Chavez, Rita Jo Ramirez, Raul P. Salcido; 2006/2009 Salas, Vince Chavez, Dr. Joseph Rivera, Rita Jo Ramirez, Delia Alvidrez; Dec 2010 off",134cc13a-f45a-442c-9946-4cfe893c46b8
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Gloria Negrete-Mendoza,el rancho unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20170808132702/http://www.erusd.org/ourpages/board_meetings/182013/12-12-13%20Minutes.pdf,"Delia Alvidrez, President Rachel Canchola, Clerk Alfred Renteria, Jr., Member Jose Lara, Member Dr. Aurora R. Villon, Member","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",False,"No person with this name found. The name resembles Gloria Negrete McLeod (former Assemblymember, State Senator and U.S. Representative), but that is a different name and she has no ERUSD tie in any source seen. Roster found: 2000 Lupe Salas, Frank P. Boyce, Cecilia M. Chavez, Rita Jo Ramirez, Raul P",84869bde-6410-46f0-bbe2-1315cd5c017b
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Lesley Chavez Magan,el rancho unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20170808132702/http://www.erusd.org/ourpages/board_meetings/182013/12-12-13%20Minutes.pdf,"Delia Alvidrez, President Rachel Canchola, Clerk Alfred Renteria, Jr., Member Jose Lara, Member Dr. Aurora R. Villon, Member","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",False,"No web hits for this name. Roster found: 2000 Lupe Salas, Frank P. Boyce, Cecilia M. Chavez, Rita Jo Ramirez, Raul P. Salcido; 2006/2009 Salas, Vince Chavez, Dr. Joseph Rivera, Rita Jo Ramirez, Delia Alvidrez; Dec 2010 officers Vincent Chavez, Delia Alvidrez, Rachel Canchola; Dec 2013 Alvidrez, Canc",4956d410-f77a-43f8-92c8-e8827e50a17a
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Raquel Otiniano,el rancho unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20170808132702/http://www.erusd.org/ourpages/board_meetings/182013/12-12-13%20Minutes.pdf,"Delia Alvidrez, President Rachel Canchola, Clerk Alfred Renteria, Jr., Member Jose Lara, Member Dr. Aurora R. Villon, Member","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",False,"No web hits at all for this name in connection with Pico Rivera or ERUSD. Roster found: 2000 Lupe Salas, Frank P. Boyce, Cecilia M. Chavez, Rita Jo Ramirez, Raul P. Salcido; 2006/2009 Salas, Vince Chavez, Dr. Joseph Rivera, Rita Jo Ramirez, Delia Alvidrez; Dec 2010 officers Vincent Chavez, Delia Alv",ea4552a4-3112-4089-9902-1630715cba97
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Tony Fuerte,el rancho unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20170808132702/http://www.erusd.org/ourpages/board_meetings/182013/12-12-13%20Minutes.pdf,"Delia Alvidrez, President Rachel Canchola, Clerk Alfred Renteria, Jr., Member Jose Lara, Member Dr. Aurora R. Villon, Member","2000-2015 sampled (district pages 2000, 2003, 2006, 2009; minutes Dec 2010, Dec 2013; highlights Feb 2015) + RR/CC 2018-2026",False,"Only hit for this name is a custodian at a Catholic school in Oregon; no ERUSD tie. Roster found: 2000 Lupe Salas, Frank P. Boyce, Cecilia M. Chavez, Rita Jo Ramirez, Raul P. Salcido; 2006/2009 Salas, Vince Chavez, Dr. Joseph Rivera, Rita Jo Ramirez, Delia Alvidrez; Dec 2010 officers Vincent Chavez,",cbe120bb-0a1a-43ff-ad68-87406b499964
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Al Winkler,el segundo unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,1991-2026,False,"No person with this name in any El Segundo roster or election found (1991-2026). Roster sources: elsegundousd.com board page on Wayback (2001, 2003, 2005, 2008); Smart Voter 2005/2007/2011/2013; RR/CC SVC 2007/2011/2013/2015; RR/CC candidate lists 2018-2026. Gaps: 2009 (no contest held), 2016-2018 a",81154d3e-fe2c-4864-a341-5c8c8538e4b6
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Amanda Grossman,el segundo unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,1991-2026,False,"No person with this name in any El Segundo roster or election found (1991-2026). Roster sources: elsegundousd.com board page on Wayback (2001, 2003, 2005, 2008); Smart Voter 2005/2007/2011/2013; RR/CC SVC 2007/2011/2013/2015; RR/CC candidate lists 2018-2026. Gaps: 2009 (no contest held), 2016-2018 a",1bef4877-5dec-4460-ad79-a7ecb186c1b8
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Christian Thomas,el segundo unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,1991-2026,False,"No person with this name in any El Segundo roster or election found (1991-2026). The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in full. Roster sources: elsegundousd.com board page on Wayback",c7a69d69-20b9-4d54-ab4a-33198c9f7c78
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Dave Horner,el segundo unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,1991-2026,False,"No person with this name in any El Segundo roster or election found (1991-2026). Roster sources: elsegundousd.com board page on Wayback (2001, 2003, 2005, 2008); Smart Voter 2005/2007/2011/2013; RR/CC SVC 2007/2011/2013/2015; RR/CC candidate lists 2018-2026. Gaps: 2009 (no contest held), 2016-2018 a",d0f59905-f5e3-4e38-a3df-2dc6fb51a4a4
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Bob Gard,glendora unified,CLOSED,2022-12-11,f,Nonpartisan,NO_EVIDENCE,medium,,,,1999-2026,False,"No person with this name in any Glendora roster or election found (1999-2026). The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in full. Roster sources: glendora.k12.ca.us board page on Wayback",0136184a-71a4-48cf-b3f0-52beb7da6038
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Dawn Sherrill,glendora unified,CLOSED,2022-12-11,f,Nonpartisan,NO_EVIDENCE,medium,,,,1999-2026,False,"No person with this name in any Glendora roster or election found (1999-2026). A Christine M. Sherrill served on the El Segundo USD board (1991-c.2005); different person and district. The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible f",215f92ac-46d3-4b48-9567-62ecbc9ed45c
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Randy Battenfield,glendora unified,CLOSED,2022-12-11,f,Nonpartisan,NO_EVIDENCE,medium,,,,1999-2026,False,"No person with this name in any Glendora roster or election found (1999-2026). The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in full. Roster sources: glendora.k12.ca.us board page on Wayback",12223b4f-15c1-4852-9e2a-d1d04ff7c165
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Stephanie Harding,glendora unified,CLOSED,2024-12-08,f,Nonpartisan,NO_EVIDENCE,medium,,,,1999-2026,False,"No person with this name in any Glendora roster or election found (1999-2026). Glendora's board did include Peggy B. Harding (first elected 1983, term to Dec 1999, per the 1999 board page); different first name, and nothing ties a Stephanie Harding to the board. The shared WebSearch budget for the s",4e21995f-5d6b-44ca-aac6-bef3a65dcfc9
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Dorothy Chi,hacienda la puente unified,CLOSED,2024-12-16,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2011-2026 (gap 2003-2010)",False,"No hit. Absent from all rosters found. Our end date 2024-12-16 falls in the RR/CC-covered era (no filing). Possible confusion with Gina Chi (San Gabriel USD, 2022-) is speculation only.",c5942060-6b40-46f0-8518-9d6aa0e55307
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Eduardo Arreola,hacienda la puente unified,CLOSED,2022-12-12,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2011-2026 (gap 2003-2010)",False,No hit. Absent from all rosters found.,b59c2b42-0cc7-4120-91bd-ea078bb4f248
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Gloria Mercado-Vega,hacienda la puente unified,CLOSED,2022-12-12,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2011-2026 (gap 2003-2010)",False,"No hit for this exact name. Search returned only a differently named person (Gloria Mercado-Fortine, William S. Hart UHSD, Santa Clarita), not tied to HLPUSD; not treated as the same person. Note: 2011 HLPUSD candidate 'Gloria Alderete' (lost) and 2020 candidate 'Gloria Dora Alderete' share only the",3497ebda-ffab-4987-bf69-d59bcbd3eb82
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jorge Blanco,hacienda la puente unified,NO_TERM,,t,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2011-2026 (gap 2003-2010)",False,No hit (results were a musician and Spanish place names). Absent from all rosters found. Row has no term.,6acf611b-8790-4e1f-bb08-05164ae18981
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Kathleen Reynen,hacienda la puente unified,CLOSED,2022-12-12,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2011-2026 (gap 2003-2010)",False,"No web hit for this name anywhere. Absent from 1997, 2002, 2011-2026 rosters. Our end date 2022-12-12 falls in the RR/CC-covered era, where she never ran.",4e7828d8-5046-483a-9d71-58cc2d5c0f4c
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Samuel Lee,hacienda la puente unified,CLOSED,2024-12-16,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2011-2026 (gap 2003-2010)",False,Common name; no source ties a Samuel Lee to the HLPUSD board. Absent from all rosters found. Our end date 2024-12-16 falls in the RR/CC-covered era (no filing).,97aabe4f-794c-4617-8518-cfefe2cd91b7
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Damien Straughn,inglewood unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2006 (district members.htm snapshot, all 5 seats); 2013-2026 partial (Ballotpedia 2017/2024/2026 + member list; RR/CC 2020)",False,"No web presence for this exact name. Results were only unrelated (Inglewood Ward in Perth, Australia; Straughn High School in Alabama).",002969f3-e8cf-4c1e-8ee9-bc855b0f39ac
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Guillermo Vega Jr.,inglewood unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2006 (district members.htm snapshot, all 5 seats); 2013-2026 partial (Ballotpedia 2017/2024/2026 + member list; RR/CC 2020)",False,No source ties this name to IUSD.,0e648516-55fc-4773-ba51-65da7d3c9fda
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Maria Escobedo,inglewood unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2006 (district members.htm snapshot, all 5 seats); 2013-2026 partial (Ballotpedia 2017/2024/2026 + member list; RR/CC 2020)",False,No source ties this name to IUSD.,1d9d72c9-4a06-41eb-8196-a09f879dce80
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Yvonne Gallegos,inglewood unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2006 (district members.htm snapshot, all 5 seats); 2013-2026 partial (Ballotpedia 2017/2024/2026 + member list; RR/CC 2020)",False,"Only unrelated people with this name (a Long Beach hospital employee, a Florida realtor). No IUSD link.",7ea7b7b1-fa32-4652-82a4-4d6f67ad1127
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Brian Riddick,la canada unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2000-2026,False,"Absent from LCUSD board pages 2000-2009, elections 2001-2013 and 2017-2026.",9f240574-48a1-44f7-9728-712ade528e84
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Darleen Ramos,la canada unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2000-2026,False,Absent from all LCUSD rosters.,0720ce76-332a-4817-b887-2e7599934f64
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Diana Carey,la canada unified,CLOSED,2022-11-30,f,Nonpartisan,WRONG_SEAT,low,,https://ocvote.gov/fileadmin/user_upload/elections/GEN2022/cs/3242-5.pdf,"DIANA LEE CAREY Governing Board Member, Huntington Beach Union High School District",2000-2026,False,"[agent said WRONG_SEAT, name-only/weak -> no-evidence] Identity link is name-only: a real school trustee named Diana Carey sits on Huntington Beach Union HSD (Orange County, ~45 miles away). Nothing places any Diana Carey on the LCUSD board in any roster. If the pipeline pulled real trustee names from other districts, this is that pattern; if not, treat",ea6acf1c-3ada-4062-b324-0278459c99be
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jon Haraguchi,la canada unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2000-2026,False,Absent from all LCUSD rosters.,5112b67b-566e-4099-9c8a-2f1fbc623055
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Kristin Shane,la canada unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2000-2026,False,Absent from all LCUSD rosters.,64f2bab6-2325-41da-8202-b8dd756aa9d3
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Barry Zorthian,las virgenes unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1996, 2001, 2009-2026 (gap 2002-2008)",False,"Only famous namesake is Barry Zorthian (1920-2010), US diplomat and Vietnam War press officer, with no LVUSD link. Absent from 1996, 2001 and 2009-2026 rosters. Our end date 2022-11-30 falls in the RR/CC-covered era (no filing).",8f5fded3-98c2-4703-8c83-4ccbf8a6cc7d
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Christine Wood,las virgenes unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1996, 2001, 2009-2026 (gap 2002-2008)",False,"Common name; no source ties it to LVUSD. Web results were unrelated (San Diego pediatrician, an attorney). Absent from all rosters found.",62674342-08a9-48ba-bd31-6fb3fe3f8fde
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Shira Katz,las virgenes unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1996, 2001, 2009-2026 (gap 2002-2008)",False,No hit. Absent from all rosters found.,49ff1385-476d-4bb3-9912-80202b106cbc
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Lyn Behrens,long beach unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997 (partial), 2004 (all 5 seats), 2016-2017 (all 5 district seats), 2018-2026 RR/CC candidates",False,"No link to LBUSD. The only well-known person with this name is B. Lyn Behrens, a former president of Loma Linda University. This is my own recollection, not a source I fetched, and nothing ties her to Long Beach.",09772a05-d16b-45c4-98c6-8a340dc80734
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Alma Carina Larrazolo,lynwood unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1999, 2002, 2005, 2010 district snapshots (all 5 seats); Dec 2015-2026 every seat accounted for by election winners (Ballotpedia 2013/2015 results + RR/CC incumbent flags 2018-2026)",True,"The real trustee Alma Carina Castro (elected 2020, incumbent 2024) has the same first and middle names. This row may be a garbled copy of her, but I found no source that uses the surname Larrazolo for her. Absent from every roster.",8c0fdb31-0020-4d1f-a60b-230e1146eef5
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,George Gamboa,lynwood unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1999, 2002, 2005, 2010 district snapshots (all 5 seats); Dec 2015-2026 every seat accounted for by election winners (Ballotpedia 2013/2015 results + RR/CC incumbent flags 2018-2026)",True,"Absent from every roster. From Dec 2015 through 2026, every seat is held by a known winner or incumbent, so there is no room for him in the implied 2018-2022 term.",a4e55f6b-f062-4a7d-b86a-e5998d696a46
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jose Ro,lynwood unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,low,,,,"1999, 2002, 2005, 2010 district snapshots (all 5 seats); Dec 2015-2026 every seat accounted for by election winners (Ballotpedia 2013/2015 results + RR/CC incumbent flags 2018-2026)",True,"The name looks truncated. It could be a cut-off form of a real name, such as José Luis Solache (board president 2005-2010) or the 2026 candidate José Luis Piña, but that is a guess. Nothing matches 'Jose Ro' exactly.",d6b805e8-d1ac-4a22-9cdc-53d2779668ca
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Raul Saldana,lynwood unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1999, 2002, 2005, 2010 district snapshots (all 5 seats); Dec 2015-2026 every seat accounted for by election winners (Ballotpedia 2013/2015 results + RR/CC incumbent flags 2018-2026)",True,Absent from every roster. Dec 2015-2026 is fully accounted for.,23b32605-c2be-473e-9dd6-4fc2974b80b6
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Holly Bhagavan,manhattan beach unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,Rare name; absent from all MBUSD rosters found.,67b3bb06-3c13-49dc-93d0-1aa7f5b04672
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jason Turner,manhattan beach unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,low,,,,2001-2026,False,Common name; absent from all MBUSD rosters found.,29558ef3-818a-4e33-968c-5abe35f93e1f
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Joanna Robinson,manhattan beach unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,low,,,,2001-2026,False,Absent from all MBUSD rosters found (only 'Robinson' hit is Robinson Elementary School).,102e826e-87df-4731-8ee7-ae7c7f0f07dd
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Alex Lujan,monrovia unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,high,,https://monroviaschools.granicus.com/AgendaViewer.php?view_id=1&event_id=283,"Daniel Gomez Tagle, Board Member",2017-10 to 2026-09 continuous (quarterly agenda roll calls + live page); 2003-12 to 2013-12 via elections; gap 2014-2017 for one seat (Zucco -> Rich),False,"Recorded end 2022-12-13 falls inside the continuous Oct 2017-Sep 2026 roster, and the name is absent. A Granicus agenda names a teacher Higinio Lujan (Canyon Oaks HS), a different person. Also absent from all 2001-2013 election results. One seat changed hands between Dec 2013 and Oct 2017 (Zucco -> ",9e396ede-1420-4b3e-aab2-d1799e284e18
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jessica Castro,monrovia unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,high,,https://monroviaschools.granicus.com/AgendaViewer.php?view_id=1&event_id=283,"Daniel Gomez Tagle, Board Member",2017-10 to 2026-09 continuous (quarterly agenda roll calls + live page); 2003-12 to 2013-12 via elections; gap 2014-2017 for one seat (Zucco -> Rich),False,"Recorded end 2022-12-13 falls inside the continuous Oct 2017-Sep 2026 roster, and the name is absent. Also absent from all 2001-2013 election results. One seat changed hands between Dec 2013 and Oct 2017 (Zucco -> Rich) without a roster in between, and pre-2003 is only partly covered. Monrovia trust",2e1658de-04ce-4d50-bb86-6a74f62d2aa6
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Mary Ann Blount,monrovia unified,CLOSED,2024-12-17,f,Nonpartisan,NO_EVIDENCE,high,,https://monroviaschools.granicus.com/AgendaViewer.php?view_id=1&event_id=283,"Daniel Gomez Tagle, Board Member",2017-10 to 2026-09 continuous (quarterly agenda roll calls + live page); 2003-12 to 2013-12 via elections; gap 2014-2017 for one seat (Zucco -> Rich),False,"Recorded end 2024-12-17 falls inside the continuous Oct 2017-Sep 2026 roster, and the name is absent. Also absent from all 2001-2013 election results. One seat changed hands between Dec 2013 and Oct 2017 (Zucco -> Rich) without a roster in between, and pre-2003 is only partly covered. Monrovia trust",341f687f-4a41-414c-8da8-7675922e9283
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Stephanie Juarez,monrovia unified,CLOSED,2024-12-17,f,Nonpartisan,NO_EVIDENCE,high,,https://monroviaschools.granicus.com/AgendaViewer.php?view_id=1&event_id=283,"Daniel Gomez Tagle, Board Member",2017-10 to 2026-09 continuous (quarterly agenda roll calls + live page); 2003-12 to 2013-12 via elections; gap 2014-2017 for one seat (Zucco -> Rich),False,"Recorded end 2024-12-17 falls inside the continuous Oct 2017-Sep 2026 roster, and the name is absent. Also absent from all 2001-2013 election results. One seat changed hands between Dec 2013 and Oct 2017 (Zucco -> Rich) without a roster in between, and pre-2003 is only partly covered. Monrovia trust",f931ec44-44cb-443a-9995-f3e0867be886
