class,name,district,term_end,searches,search_result,lead_type,lead_url,lead_quote,new_roster_sources,prior_roster_span,id
NO_EVIDENCE,Evelyne Aquilar,pomona unified,2024-12-10,"WebSearch: ""Evelyne Aquilar"" OR ""Evelyne Aguilar"" Pomona Unified board || Bing (browser): ""Evelyne Aquilar""","""Evelyne Aquilar"" OR ""Evelyne Aguilar"" P... -> no hit || ""Evelyne Aquilar"" -> only ""Evelyn Aguilar"" profiles; no tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,ca63670f-2000-490e-9a99-0317684f1ad9
NO_EVIDENCE,Isabel Cruz,pomona unified,2022-12-13,"WebSearch: ""Isabel Cruz"" ""Pomona Unified"" board of trustees || Bing (browser): ""Isabel Cruz"" trustee Pomona school board","""Isabel Cruz"" ""Pomona Unified"" board of ... -> no hit || ""Isabel Cruz"" trustee Pomona school... -> LinkedIn (Pomona College / Cal Poly grads) - no board tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,4fe30078-fd83-4d42-aca0-83ea14062dd7
NO_EVIDENCE,Roberta Bacon,pomona unified,2024-12-10,"WebSearch: ""Roberta Bacon"" Pomona Unified board || Bing (browser): ""Roberta Bacon"" trustee Pomona","""Roberta Bacon"" Pomona Unified board -> only Roberta Perlman (real trustee) || ""Roberta Bacon"" trustee Pomona -> people-search (NY) only",GARBLE of real trustee?,,search results return only Roberta A. Perlman (PUSD trustee since 2009),"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,04fcc309-611e-4678-808b-87ca80f95ac6
NO_EVIDENCE,Cary Romo Nakayama,rowland unified,2022-11-30,"WebSearch: ""Cary Nakayama"" OR ""Cary Romo Nakayama"" Rowland Unified board || Bing (browser): ""Cary Nakayama"" ""Rowland Heights""","""Cary Nakayama"" OR ""Cary Romo Nakayama"" ... -> no hit (only real trustee Cary Chen) || ""Cary Nakayama"" ""Rowland Heights"" -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2019; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,9b1ebb14-fc87-4705-8639-667d8f3b3101
NO_EVIDENCE,Jeff Mata,rowland unified,2022-11-30,"WebSearch: ""Jeff Mata"" ""Rowland Unified"" board member || Bing (browser): ""Jeff Mata"" trustee ""Rowland Heights""","""Jeff Mata"" ""Rowland Unified"" board memb... -> no hit || ""Jeff Mata"" trustee ""Rowland Height... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2019; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,7d4241b8-cc27-48a0-9b76-f205f2eeca84
NO_EVIDENCE,Jeff Seawright,rowland unified,2024-11-30,"WebSearch: ""Jeff Seawright"" Rowland Unified school board || Bing (browser): ""Jeff Seawright""","""Jeff Seawright"" Rowland Unified school ... -> no hit || ""Jeff Seawright"" -> social/people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2019; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,015e3a37-ac58-49a1-8483-1343f33a9356
NO_EVIDENCE,Marilyn Solorzano,rowland unified,2024-11-30,"WebSearch: ""Marilyn Solorzano"" Rowland Unified board of education || Bing (browser): ""Marilyn Solorzano"" ""Rowland""","""Marilyn Solorzano"" Rowland Unified boar... -> no hit || ""Marilyn Solorzano"" ""Rowland"" -> Bing: no results",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2019; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,296f315f-bb67-4816-9bcd-a59108ce972a
NO_EVIDENCE,Mike Bhatt,rowland unified,2022-11-30,"WebSearch: ""Mike Bhatt"" Rowland Unified board || Bing (browser): ""Mike Bhatt"" ""Rowland Heights""","""Mike Bhatt"" Rowland Unified board -> no hit || ""Mike Bhatt"" ""Rowland Heights"" -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2019; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,9dc46319-a05f-4370-9ab6-8577bb61fb91
NO_EVIDENCE,Estela Sanchez-Torres,san gabriel unified,2022-11-30,"WebSearch: ""Estela Sanchez-Torres"" OR ""Estela Torres"" ""San Gabriel Unified"" board || Bing (browser): ""Estela Sanchez-Torres""","""Estela Sanchez-Torres"" OR ""Estela Torre... -> no hit || ""Estela Sanchez-Torres"" -> Mexican professionals only; no tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005, 2008, 2015-2026 (gap 2009-2014)",d46f8101-1cc9-4f2f-8e6a-ceb58febba8b
NO_EVIDENCE,Megan Ngo,san gabriel unified,2022-11-30,"WebSearch: ""Megan Ngo"" ""San Gabriel Unified"" board || Bing (browser): ""Megan Ngo"" trustee ""San Gabriel""","""Megan Ngo"" ""San Gabriel Unified"" board -> no hit || ""Megan Ngo"" trustee ""San Gabriel"" -> people-search (San Gabriel resident, age 30) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005, 2008, 2015-2026 (gap 2009-2014)",e526fc4e-536d-4878-b1f0-5d2b903a6ee0
NO_EVIDENCE,Nora Martinez,san gabriel unified,2024-11-30,"WebSearch: ""Nora Martinez"" ""San Gabriel Unified"" board member || Bing (browser): ""Nora Martinez"" trustee ""San Gabriel"" school","""Nora Martinez"" ""San Gabriel Unified"" bo... -> no hit || ""Nora Martinez"" trustee ""San Gabrie... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005, 2008, 2015-2026 (gap 2009-2014)",8825a1a2-c225-47d3-8848-8fa687f0f7ba
NO_EVIDENCE,Yvette Vivanco,san gabriel unified,2024-11-30,"WebSearch: ""Yvette Vivanco"" San Gabriel Unified board || Bing (browser): ""Yvette Vivanco""","""Yvette Vivanco"" San Gabriel Unified boa... -> no hit || ""Yvette Vivanco"" -> social/people-search (IN/FL) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005, 2008, 2015-2026 (gap 2009-2014)",a4ed6e28-252b-4bd5-a6f2-ddb96c37aa3f
NO_EVIDENCE,Yvonne Marquez,san gabriel unified,2022-11-30,"WebSearch: ""Yvonne Marquez"" ""San Gabriel Unified"" board of education || Bing (browser): ""Yvonne Marquez"" trustee ""San Gabriel""; read legacy.com SGV Tribune obit (Yvonne S. Marquez, d. 2013)","""Yvonne Marquez"" ""San Gabriel Unified"" b... -> no hit || ""Yvonne Marquez"" trustee ""San Gabri... -> obituary names no school-board service - no tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2005, 2008, 2015-2026 (gap 2009-2014)",3aeeb9e8-68e7-4bd3-a4ff-19958d46debd
NO_EVIDENCE,Alicia Brodkin,santa monica malibu unified,2022-11-30,"WebSearch: ""Alicia Brodkin"" Santa Monica-Malibu Unified board || Bing (browser): ""Alicia Brodkin""","""Alicia Brodkin"" Santa Monica-Malibu Uni... -> no hit || ""Alicia Brodkin"" -> Bing: no results (zero on web)",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2000-2020 (Smart Voter SMMUSD candidate lists Nov 2000, 2002, 2004, 2006, 2008 incl. 2008 short term, 2010, 2012, 2014; RR/CC 2018 and 2020). Not covered: 2016, 2022, 2024.",636c3d78-e230-4c1f-b267-921c4775b2c4
NO_EVIDENCE,Roy Rifkin,santa monica malibu unified,2022-11-30,"WebSearch: ""Roy Rifkin"" Santa Monica-Malibu Unified school board || Bing (browser): ""Roy Rifkin"" ""Santa Monica""","""Roy Rifkin"" Santa Monica-Malibu Unified... -> no hit || ""Roy Rifkin"" ""Santa Monica"" -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2000-2020 (Smart Voter SMMUSD candidate lists Nov 2000, 2002, 2004, 2006, 2008 incl. 2008 short term, 2010, 2012, 2014; RR/CC 2018 and 2020). Not covered: 2016, 2022, 2024.",fdc4de72-cd43-4ff8-b13e-28e1c419fe83
NO_EVIDENCE,George Fuller,torrance unified,2022-11-30,"WebSearch: ""George Fuller"" ""Torrance Unified"" board of education || Bing (browser): ""George Fuller"" trustee Torrance school","""George Fuller"" ""Torrance Unified"" board... -> no hit || ""George Fuller"" trustee Torrance sc... -> LEAD: LA Times 2000 ""West Covina School Board member"" story; WCUSD 2002-03 roster has a ""Fuller"" (prior audit) - check identity",OTHER BOARD (name-only),http://web.archive.org/web/20120425164857/http://www.wcusd.org/board/members.html,"Serving as a member of the West Covina Board of Education since 1997, Mr. Fuller also enjoys camping","LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,544aa910-95a2-4443-99e5-6a3b350940ae
NO_EVIDENCE,Michael Rock,torrance unified,2024-12-15,"WebSearch: ""Michael Rock"" Torrance Unified board member || Bing (browser): ""Michael Rock"" trustee Torrance school board","""Michael Rock"" Torrance Unified board me... -> no hit || ""Michael Rock"" trustee Torrance sch... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,08f76054-5a5d-4543-88de-569ffb4d5b96
NO_EVIDENCE,Ben Kay,west covina unified,2022-11-30,"WebSearch: ""Ben Kay"" ""West Covina Unified"" board || Bing (browser): ""Ben Kay"" trustee ""West Covina""","""Ben Kay"" ""West Covina Unified"" board -> no hit || ""Ben Kay"" trustee ""West Covina"" -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2002-2026 with gaps (2003-2009 transitions and 2013-2015 appointments not seat-by-seat),a08c5e26-feee-4bbf-a60a-5de90eda74b5
NO_EVIDENCE,Cynthia Moran,west covina unified,2024-11-30,"WebSearch: ""Cynthia Moran"" ""West Covina Unified"" board || Bing (browser): ""Cynthia Moran"" trustee ""West Covina""","""Cynthia Moran"" ""West Covina Unified"" bo... -> only Chino Hills council member (name-only other office) || ""Cynthia Moran"" trustee ""West Covin... -> people-search only",OTHER OFFICE (name-only),https://www.chinohills.org/174/Cynthia-Moran,per CA_0156: first elected to the Chino Hills City Council in November 2012,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2002-2026 with gaps (2003-2009 transitions and 2013-2015 appointments not seat-by-seat),af08db12-bace-48ce-b9e5-eaa0e3e2ffd8
NO_EVIDENCE,Joe Panganiban,west covina unified,2024-11-30,"WebSearch: ""Joe Panganiban"" West Covina Unified school board || Bing (browser): ""Joe Panganiban""","""Joe Panganiban"" West Covina Unified sch... -> no hit || ""Joe Panganiban"" -> Chicago Fry Foundation officer; no tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2002-2026 with gaps (2003-2009 transitions and 2013-2015 appointments not seat-by-seat),4d0397a4-6863-4e57-bfdf-510d3738630b
NO_EVIDENCE,Lorenzo Munoz,west covina unified,2024-11-30,"WebSearch: ""Lorenzo Munoz"" West Covina Unified board of education || Bing (browser): ""Lorenzo Munoz"" trustee ""West Covina""","""Lorenzo Munoz"" West Covina Unified boar... -> no hit || ""Lorenzo Munoz"" trustee ""West Covin... -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2002-2026 with gaps (2003-2009 transitions and 2013-2015 appointments not seat-by-seat),8f362998-d0ae-490d-a3df-1d5a5de9243f
